BookingID,BookingReference,BookingDate,CheckInDate,CheckOutDate,HotelID,GuestID,RoomTypeID,ChannelID,RatePlan,BookingStatus,Adults,Children,RoomsBooked,Nights,NightlyRateGBP,DiscountPct,GrossRoomRevenueGBP,DiscountAmountGBP,NetRoomRevenueGBP,ExtrasRevenueGBP,CancellationFeeGBP,ChannelCommissionGBP,BookingValueGBP,NetRevenueAfterCommissionGBP,CorporateAccount,SpecialRequest,CancellationDate,CancellationReason,HotelName,City,Region,HotelSegment,OwnershipModel,MarketRateIndex,BookingChannel,ChannelGroup,StandardCommissionRate,RoomType,BaseRateGBP,GuestCountry,LoyaltyTier,AgeBand,MarketingConsent,LeadTimeDays,ADR_GBP
BKG000581,CS-2405-000581,2024-06-20,2024-08-31,2024-09-03,HTL005,GST02192,RT025,CH03,Corporate,Checked Out,1,3,1,3,118.32,0.15,354.96,53.24,301.72,0,0,45.26,301.72,256.46,Wren & Co.,High floor,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Standard Double,89.19,,,,,72,100.57
BKG000582,CS-2401-000582,2024-10-25,2024-12-31,2025-01-05,HTL001,GST01951,RT004,CH03,Advance Purchase,Checked Out,2,2,1,5,192.4,0.08,962,76.96,885.04,192.98,0,132.76,1078.02,945.26,,Away from lift,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Family Room,181.97,,,,,67,177.01
BKG000583,CS-2602-000583,2026-02-23,2026-05-14,2026-05-15,HTL002,GST01072,RT010,CH02,Flexible,Checked Out,2,2,1,1,159.44,0,159.44,0,159.44,16,0,0,175.44,175.44,,Away from lift,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Phone,Direct,0,Family Room,146.88,United Kingdom,Bronze,55-64,Yes,80,159.44
BKG000584,CS-2503-000584,2025-05-11,2025-05-11,2025-05-13,HTL003,GST00684,RT014,CH07,Flexible,Checked Out,1,0,1,2,114.73,0,229.46,0,229.46,0,0,0,229.46,229.46,,,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Walk-in,Direct,0,Standard Twin,97.69,United Kingdom,Silver,18-24,No,0,114.73
BKG000585,CS-2501-000585,2025-06-08,2025-07-03,2025-07-04,HTL001,GST00107,RT001,CH01,Advance Purchase,Checked Out,3,0,2,1,155.68,0.1,311.36,31.14,280.22,133.59,0,0,413.81,413.81,,Near lift,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Website,Direct,0,Standard Double,127.85,United Kingdom,Silver,35-44,Yes,25,140.11
BKG000586,CS-2604-000586,2026-07-24,2026-08-13,2026-08-15,HTL004,GST01668,RT020,CH01,Corporate,Checked Out,1,0,1,2,169.8,0.15,339.6,50.94,288.66,155.91,0,0,444.57,444.57,Wren & Co.,Early check-in requested,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Direct Website,Direct,0,Standard Twin,115.57,United Kingdom,Non-member,35-44,Yes,20,144.33
BKG000587,CS-2601-000587,2026-04-02,2026-04-11,2026-04-14,HTL001,GST00030,RT002,CH01,Flexible,Cancelled,1,0,1,3,136.65,0,0,0,0,0,136.65,0,136.65,136.65,,Away from lift,2026-04-10,Booked another hotel,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Website,Direct,0,Standard Twin,126.62,United Kingdom,Silver,35-44,Yes,9,0.0
BKG000588,CS-2404-000588,2023-12-16,2024-02-12,2024-02-13,HTL004,GST02285,RT020,CH01,Weekend Break,Checked Out,1,0,1,1,101.09,0,101.09,0,101.09,27.5,0,0,128.59,128.59,,,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Direct Website,Direct,0,Standard Twin,115.57,,,,,58,101.09
BKG000589,CS-2401-000589,2024-09-04,2024-10-02,2024-10-03,HTL001,GST00331,RT001,CH05,Corporate,Checked Out,1,0,1,1,119.62,0.12,119.62,14.35,105.27,51.25,0,5.26,156.52,151.26,Asteron Consulting,Cot required,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Corporate Portal,Corporate,0.05,Standard Double,127.85,United Kingdom,Bronze,45-54,Yes,28,105.27
BKG000590,CS-2506-000590,2025-05-26,2025-06-02,2025-06-05,HTL006,GST01464,RT033,CH01,Corporate,Checked Out,2,0,1,3,137.69,0.15,413.07,61.96,351.11,36,0,0,387.11,387.11,Kelvin Tech,Quiet room,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Direct Website,Direct,0,Superior King,123.95,United Kingdom,Non-member,65+,Yes,7,117.04
BKG000591,CS-2405-000591,2023-12-29,2024-01-12,2024-01-13,HTL005,GST00832,RT027,CH01,Advance Purchase,Checked Out,3,0,2,1,95.73,0.05,191.46,9.57,181.89,122.19,0,0,304.08,304.08,,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Superior King,115.67,United Kingdom,Non-member,25-34,Yes,14,90.94
BKG000592,CS-2401-000592,2024-05-11,2024-06-13,2024-06-15,HTL001,GST02007,RT003,CH04,Corporate,Checked Out,3,0,2,2,153.2,0.12,612.8,73.54,539.26,182.9,0,91.67,722.16,630.49,Harbourline Logistics,Early check-in requested,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Expedia,OTA,0.17,Superior King,158.01,,,,,33,134.81
BKG000593,CS-2504-000593,2025-02-24,2025-03-06,2025-03-07,HTL004,GST00205,RT019,CH01,Corporate,Checked Out,1,0,1,1,100.88,0.15,100.88,15.13,85.75,0,0,0,85.75,85.75,Merefield Healthcare,High floor,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Direct Website,Direct,0,Standard Double,110.62,United Kingdom,Silver,25-34,Yes,10,85.75
BKG000594,CS-2406-000594,2023-12-27,2024-01-12,2024-01-16,HTL006,GST00842,RT031,CH03,Advance Purchase,Checked Out,1,0,1,4,92.93,0.08,371.72,29.74,341.98,0,0,51.3,341.98,290.68,,High floor,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Booking.com,OTA,0.15,Standard Double,97.71,United Kingdom,Silver,55-64,Yes,16,85.5
BKG000595,CS-2502-000595,2025-09-24,2025-10-30,2025-11-02,HTL002,GST01648,RT009,CH03,Advance Purchase,Checked Out,1,0,1,3,117.86,0.05,353.58,17.68,335.9,127.75,0,50.38,463.65,413.27,,Near lift,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Booking.com,OTA,0.15,Superior King,124.34,United Kingdom,Gold,35-44,Yes,36,111.97
BKG000596,CS-2506-000596,2025-11-30,2025-12-14,2025-12-15,HTL006,GST00524,RT034,CH03,Flexible,Cancelled,2,1,1,1,143.66,0,0,0,0,0,143.66,0,143.66,143.66,,,2025-12-14,Corporate trip cancelled,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Booking.com,OTA,0.15,Family Room,136.19,United Kingdom,Silver,45-54,Yes,14,0.0
BKG000597,CS-2601-000597,2026-01-18,2026-02-03,2026-02-06,HTL001,GST00554,RT004,CH02,Advance Purchase,Checked Out,2,1,1,3,151.97,0.08,455.91,36.47,419.44,98.89,0,0,518.33,518.33,,High floor,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Phone,Direct,0,Family Room,181.97,United Kingdom,Non-member,18-24,Yes,16,139.81
BKG000598,CS-2602-000598,2026-07-28,2026-08-10,2026-08-13,HTL002,GST01389,RT007,CH03,Event Package,Checked Out,1,0,1,3,165.11,0,495.33,0,495.33,46.5,0,74.3,541.83,467.53,,Cot required,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Booking.com,OTA,0.15,Standard Double,100.82,United Kingdom,Silver,45-54,Yes,13,165.11
BKG000599,CS-2501-000599,2025-09-15,2025-10-11,2025-10-14,HTL001,GST00969,RT003,CH03,Flexible,Checked Out,1,1,1,3,164.46,0,493.38,0,493.38,249.34,0,74.01,742.72,668.71,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Superior King,158.01,United Kingdom,Platinum,65+,No,26,164.46
BKG000600,CS-2603-000600,2026-02-10,2026-03-25,2026-03-27,HTL003,GST00036,RT013,CH02,Flexible,Checked Out,1,0,1,2,95.29,0,190.58,0,190.58,59,0,0,249.58,249.58,,Near lift,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Direct Phone,Direct,0,Standard Double,89.25,United Kingdom,Non-member,35-44,No,43,95.29
BKG000601,CS-2604-000601,2026-04-07,2026-05-04,2026-05-10,HTL004,GST00259,RT021,CH06,Flexible,Checked Out,1,0,1,6,152.6,0,915.6,0,915.6,0,0,91.56,915.6,824.04,,Early check-in requested,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Travel Agent,Agency,0.1,Superior King,138.06,United States,Non-member,45-54,No,27,152.6
BKG000602,CS-2503-000602,2025-08-07,2025-09-29,2025-09-30,HTL003,GST00009,RT017,CH06,Event Package,Checked Out,1,0,1,1,177.38,0,177.38,0,177.38,84.07,0,17.74,261.45,243.71,,,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Travel Agent,Agency,0.1,Executive King,145.63,United Kingdom,Silver,25-34,Yes,53,177.38
BKG000603,CS-2504-000603,2025-01-16,2025-01-17,2025-01-18,HTL004,GST00742,RT021,CH05,Corporate,Checked Out,3,0,1,1,136.14,0.1,136.14,13.61,122.53,0,0,6.13,122.53,116.4,Cobalt Media,Near lift,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Corporate Portal,Corporate,0.05,Superior King,138.06,United Kingdom,Bronze,45-54,Yes,1,122.53
BKG000604,CS-2404-000604,2024-06-09,2024-07-26,2024-07-29,HTL004,GST02027,RT022,CH03,Weekend Break,Checked Out,2,0,1,3,198.95,0,596.85,0,596.85,93,0,89.53,689.85,600.32,,Quiet room,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Booking.com,OTA,0.15,Family Room,157.44,,,,,47,198.95
BKG000605,CS-2506-000605,2025-09-26,2025-10-14,2025-10-16,HTL006,GST00967,RT031,CH03,Corporate,Checked Out,1,0,1,2,89.01,0.1,178.02,17.8,160.22,0,0,24.03,160.22,136.19,Wren & Co.,Cot required,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Booking.com,OTA,0.15,Standard Double,97.71,United Kingdom,Platinum,18-24,Yes,18,80.11
BKG000606,CS-2501-000606,2025-06-26,2025-07-12,2025-07-14,HTL001,GST00203,RT003,CH06,Flexible,Checked Out,1,0,1,2,222.83,0,445.66,0,445.66,0,0,44.57,445.66,401.09,,Twin beds requested,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Travel Agent,Agency,0.1,Superior King,158.01,Netherlands,Gold,45-54,Yes,16,222.83
BKG000607,CS-2503-000607,2025-04-17,2025-04-20,2025-04-22,HTL003,GST00230,RT015,CH05,Flexible,Cancelled,1,0,1,2,112.94,0.1,0,0,0,0,112.94,0,112.94,112.94,Wren & Co.,Late arrival,2025-04-20,No reason provided,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Corporate Portal,Corporate,0.05,Superior King,112.37,United Kingdom,Silver,25-34,Yes,3,0.0
BKG000608,CS-2405-000608,2024-07-12,2024-08-05,2024-08-09,HTL005,GST01522,RT025,CH01,Corporate,Cancelled,1,0,1,4,108.79,0.08,0,0,0,0,0,0,0,0,Harbourline Logistics,Early check-in requested,2024-07-21,Corporate trip cancelled,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Standard Double,89.19,United Kingdom,Silver,35-44,Yes,24,0.0
BKG000609,CS-2403-000609,2024-05-11,2024-06-10,2024-06-12,HTL003,GST00042,RT016,CH05,Corporate,Checked Out,2,0,1,2,145.23,0.12,290.46,34.86,255.6,188.3,0,12.78,443.9,431.12,Asteron Consulting,,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Corporate Portal,Corporate,0.05,Family Room,137.15,United Kingdom,Bronze,45-54,Yes,30,127.8
BKG000610,CS-2405-000610,2024-06-01,2024-08-21,2024-08-28,HTL005,GST00109,RT026,CH03,Flexible,Checked Out,2,0,1,7,106.37,0,744.59,0,744.59,0,0,111.69,744.59,632.9,,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Standard Twin,93.97,United Kingdom,Bronze,45-54,Yes,81,106.37
BKG000611,CS-2502-000611,2025-05-31,2025-07-07,2025-07-09,HTL002,GST00650,RT011,CH06,Flexible,Cancelled,1,1,1,2,215.1,0,0,0,0,0,0,0,0,0,,Accessible room,2025-06-21,No reason provided,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Travel Agent,Agency,0.1,Executive King,164.22,United Kingdom,Bronze,35-44,Yes,37,0.0
BKG000612,CS-2403-000612,2024-06-05,2024-06-06,2024-06-11,HTL003,GST00191,RT014,CH07,Flexible,No Show,1,0,1,5,125.61,0,0,0,0,0,125.61,0,125.61,125.61,,Early check-in requested,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Walk-in,Direct,0,Standard Twin,97.69,United Kingdom,Bronze,35-44,Yes,1,0.0
BKG000613,CS-2505-000613,2025-07-29,2025-08-15,2025-08-16,HTL005,GST01516,RT027,CH03,Weekend Break,Checked Out,1,0,1,1,137.41,0,137.41,0,137.41,15.5,0,20.61,152.91,132.3,,Away from lift,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Superior King,115.67,United Kingdom,Platinum,45-54,No,17,137.41
BKG000614,CS-2606-000614,2026-06-10,2026-06-10,2026-06-13,HTL006,GST01254,RT031,CH07,Flexible,Checked Out,1,0,1,3,115.79,0,347.37,0,347.37,46.5,0,0,393.87,393.87,,Near lift,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Walk-in,Direct,0,Standard Double,97.71,United Kingdom,Bronze,65+,Yes,0,115.79
BKG000615,CS-2502-000615,2025-04-29,2025-05-01,2025-05-02,HTL002,GST00350,RT008,CH07,Flexible,Cancelled,1,0,1,1,115.86,0,0,0,0,0,0,0,0,0,,Twin beds requested,2025-04-29,Corporate trip cancelled,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Walk-in,Direct,0,Standard Twin,100.55,United Kingdom,Bronze,25-34,Yes,2,0.0
BKG000616,CS-2601-000616,2026-02-21,2026-03-01,2026-03-02,HTL001,GST00115,RT005,CH03,Bed & Breakfast,Checked Out,1,0,1,1,177.19,0.1,177.19,17.72,159.47,64.41,0,23.92,223.88,199.96,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Executive King,200.4,United Kingdom,Gold,45-54,No,8,159.47
BKG000617,CS-2505-000617,2025-03-20,2025-05-04,2025-05-06,HTL005,GST00565,RT027,CH04,Flexible,Checked Out,2,0,1,2,120.37,0,240.74,0,240.74,0,0,40.93,240.74,199.81,,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Expedia,OTA,0.17,Superior King,115.67,United Kingdom,Bronze,45-54,No,45,120.37
BKG000618,CS-2502-000618,2025-04-02,2025-05-12,2025-05-13,HTL002,GST00179,RT008,CH01,Advance Purchase,Checked Out,1,0,1,1,105.71,0.1,105.71,10.57,95.14,33.65,0,0,128.79,128.79,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Website,Direct,0,Standard Twin,100.55,France,Bronze,35-44,Yes,40,95.14
BKG000619,CS-2602-000619,2026-08-07,2026-08-07,2026-08-12,HTL002,GST02232,RT007,CH07,Flexible,Checked Out,1,0,1,5,142.37,0,711.85,0,711.85,0,0,0,711.85,711.85,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Walk-in,Direct,0,Standard Double,100.82,,,,,0,142.37
BKG000620,CS-2403-000620,2024-01-08,2024-02-11,2024-02-14,HTL003,GST00610,RT014,CH04,Advance Purchase,Cancelled,1,0,1,3,75.57,0.05,0,0,0,0,0,0,0,0,,,2024-01-19,Duplicate booking,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Expedia,OTA,0.17,Standard Twin,97.69,United Kingdom,Bronze,35-44,Yes,34,0.0
BKG000621,CS-2502-000621,2025-04-05,2025-05-14,2025-05-15,HTL002,GST00352,RT011,CH02,Flexible,Checked Out,1,0,1,1,191.08,0,191.08,0,191.08,14,0,0,205.08,205.08,,Away from lift,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Phone,Direct,0,Executive King,164.22,United Kingdom,Bronze,45-54,Yes,39,191.08
BKG000622,CS-2602-000622,2026-01-15,2026-01-25,2026-01-26,HTL002,GST00079,RT009,CH02,Advance Purchase,Checked Out,3,0,1,1,90.63,0.1,90.63,9.06,81.57,0,0,0,81.57,81.57,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Phone,Direct,0,Superior King,124.34,United Kingdom,Bronze,55-64,No,10,81.57
BKG000623,CS-2601-000623,2026-02-06,2026-03-04,2026-03-06,HTL001,GST01208,RT005,CH03,Advance Purchase,Checked Out,2,0,1,2,191.24,0.08,382.48,30.6,351.88,0,0,52.78,351.88,299.1,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Executive King,200.4,United Kingdom,Silver,45-54,Yes,26,175.94
BKG000624,CS-2501-000624,2024-12-18,2025-01-04,2025-01-05,HTL001,GST00202,RT001,CH02,Advance Purchase,Checked Out,2,0,1,1,106.31,0.08,106.31,8.5,97.81,81.03,0,0,178.84,178.84,,Quiet room,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Phone,Direct,0,Standard Double,127.85,United Kingdom,Gold,25-34,Yes,17,97.81
BKG000625,CS-2404-000625,2024-03-06,2024-04-03,2024-04-08,HTL004,GST01508,RT023,CH01,Flexible,Checked Out,1,0,1,5,164.25,0,821.25,0,821.25,153.51,0,0,974.76,974.76,,Accessible room,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Direct Website,Direct,0,Executive King,177.9,United States,Silver,25-34,Yes,28,164.25
BKG000626,CS-2505-000626,2025-06-09,2025-07-02,2025-07-05,HTL005,GST00883,RT027,CH03,Advance Purchase,Checked Out,1,0,1,3,137.9,0.08,413.7,33.1,380.6,163.68,0,57.09,544.28,487.19,,Twin beds requested,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Superior King,115.67,Italy,Bronze,35-44,Yes,23,126.87
BKG000627,CS-2506-000627,2025-02-15,2025-02-28,2025-03-05,HTL006,GST00361,RT035,CH01,Advance Purchase,Checked Out,2,0,1,5,133.77,0.1,668.85,66.89,601.96,121.08,0,0,723.04,723.04,,Near lift,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Direct Website,Direct,0,Executive King,160.45,United Kingdom,Non-member,45-54,Yes,13,120.39
BKG000628,CS-2401-000628,2024-12-23,2024-12-23,2024-12-26,HTL001,GST00154,RT004,CH07,Flexible,Checked Out,2,1,1,3,216.55,0,649.65,0,649.65,0,0,0,649.65,649.65,,Early check-in requested,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Walk-in,Direct,0,Family Room,181.97,Spain,Non-member,25-34,Yes,0,216.55
BKG000629,CS-2504-000629,2025-05-23,2025-06-24,2025-06-27,HTL004,GST01059,RT019,CH03,Flexible,Checked Out,1,0,1,3,123.39,0,370.17,0,370.17,0,0,55.53,370.17,314.64,,,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Booking.com,OTA,0.15,Standard Double,110.62,Netherlands,Silver,18-24,Yes,32,123.39
BKG000630,CS-2501-000630,2025-02-16,2025-02-16,2025-02-19,HTL001,GST01232,RT003,CH07,Flexible,Checked Out,1,0,1,3,125.37,0,376.11,0,376.11,46.5,0,0,422.61,422.61,,Away from lift,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Walk-in,Direct,0,Superior King,158.01,United Kingdom,Silver,18-24,Yes,0,125.37
BKG000631,CS-2403-000631,2024-01-08,2024-01-09,2024-01-13,HTL003,GST00419,RT014,CH05,Corporate,Checked Out,3,0,1,4,87.54,0.15,350.16,52.52,297.64,48,0,14.88,345.64,330.76,Wren & Co.,Away from lift,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Corporate Portal,Corporate,0.05,Standard Twin,97.69,United Kingdom,Silver,25-34,Yes,1,74.41
BKG000632,CS-2506-000632,2025-05-10,2025-06-02,2025-06-03,HTL006,GST00627,RT033,CH01,Flexible,Checked Out,2,0,1,1,155.03,0,155.03,0,155.03,58.86,0,0,213.89,213.89,,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Direct Website,Direct,0,Superior King,123.95,Spain,Bronze,45-54,No,23,155.03
BKG000633,CS-2505-000633,2025-10-24,2025-12-01,2025-12-03,HTL005,GST00124,RT025,CH03,Event Package,Checked Out,1,0,1,2,117.85,0,235.7,0,235.7,136.7,0,35.35,372.4,337.05,,Early check-in requested,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Standard Double,89.19,United Kingdom,Silver,45-54,Yes,38,117.85
BKG000634,CS-2405-000634,2024-10-22,2024-11-14,2024-11-16,HTL005,GST00140,RT025,CH01,Weekend Break,Checked Out,2,0,1,2,80.53,0,161.06,0,161.06,170.81,0,0,331.87,331.87,,Accessible room,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Standard Double,89.19,United Kingdom,Gold,45-54,Yes,23,80.53
BKG000635,CS-2404-000635,2024-10-15,2024-10-24,2024-10-27,HTL004,GST01968,RT020,CH01,Flexible,Checked Out,1,0,1,3,122.43,0,367.29,0,367.29,42,0,0,409.29,409.29,,Early check-in requested,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Direct Website,Direct,0,Standard Twin,115.57,,,,,9,122.43
BKG000636,CS-2502-000636,2025-06-24,2025-06-30,2025-07-01,HTL002,GST01106,RT007,CH03,Advance Purchase,Checked Out,2,0,1,1,96.3,0.05,96.3,4.82,91.48,0,0,13.72,91.48,77.76,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Booking.com,OTA,0.15,Standard Double,100.82,United Kingdom,Bronze,65+,Yes,6,91.48
BKG000637,CS-2401-000637,2024-04-06,2024-05-04,2024-05-06,HTL001,GST00588,RT003,CH06,Weekend Break,Checked Out,1,2,1,2,190.51,0,381.02,0,381.02,183.73,0,38.1,564.75,526.65,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Travel Agent,Agency,0.1,Superior King,158.01,United Kingdom,Gold,45-54,Yes,28,190.51
BKG000638,CS-2502-000638,2025-11-24,2025-12-02,2025-12-03,HTL002,GST01085,RT008,CH04,Flexible,Checked Out,1,0,1,1,112.49,0,112.49,0,112.49,100,0,19.12,212.49,193.37,,Early check-in requested,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Expedia,OTA,0.17,Standard Twin,100.55,United Kingdom,Gold,35-44,Yes,8,112.49
BKG000639,CS-2503-000639,2025-12-09,2025-12-17,2025-12-21,HTL003,GST01838,RT015,CH01,Bed & Breakfast,Checked Out,1,0,1,4,134.15,0,536.6,0,536.6,302.21,0,0,838.81,838.81,,Early check-in requested,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Direct Website,Direct,0,Superior King,112.37,,,,,8,134.15
BKG000640,CS-2406-000640,2024-09-15,2024-11-04,2024-11-09,HTL006,GST00445,RT034,CH03,Advance Purchase,No Show,1,0,1,5,125.62,0.08,0,0,0,0,125.62,0,125.62,125.62,,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Booking.com,OTA,0.15,Family Room,136.19,United Kingdom,Bronze,65+,Yes,50,0.0
BKG000641,CS-2506-000641,2025-10-06,2025-10-31,2025-11-02,HTL006,GST00070,RT033,CH03,Flexible,Checked Out,1,0,1,2,145.03,0.1,290.06,29.01,261.05,231.35,0,39.16,492.4,453.24,,Accessible room,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Booking.com,OTA,0.15,Superior King,123.95,Germany,Silver,65+,Yes,25,130.53
BKG000642,CS-2506-000642,2025-08-26,2025-09-06,2025-09-07,HTL006,GST00031,RT035,CH02,Flexible,Checked Out,1,0,1,1,174.1,0,174.1,0,174.1,85.85,0,0,259.95,259.95,,Accessible room,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Direct Phone,Direct,0,Executive King,160.45,United Kingdom,Non-member,45-54,Yes,11,174.1
BKG000643,CS-2406-000643,2024-08-06,2024-08-10,2024-08-15,HTL006,GST00857,RT033,CH03,Group,Checked Out,4,0,2,5,170.88,0.1,1708.8,170.88,1537.92,80,0,230.69,1617.92,1387.23,,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Booking.com,OTA,0.15,Superior King,123.95,United Kingdom,Platinum,45-54,Yes,4,153.79
BKG000644,CS-2503-000644,2025-10-05,2025-10-31,2025-11-01,HTL003,GST00124,RT017,CH05,Corporate,Checked Out,2,0,1,1,129.95,0.08,129.95,10.4,119.55,12,0,5.98,131.55,125.57,Wren & Co.,Away from lift,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Corporate Portal,Corporate,0.05,Executive King,145.63,United Kingdom,Silver,45-54,Yes,26,119.55
BKG000645,CS-2605-000645,2026-06-06,2026-06-18,2026-06-19,HTL005,GST00803,RT027,CH01,Bed & Breakfast,Cancelled,1,0,1,1,125.15,0,0,0,0,0,0,0,0,0,,,2026-06-18,Corporate trip cancelled,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Superior King,115.67,United Kingdom,Silver,35-44,Yes,12,0.0
BKG000646,CS-2603-000646,2026-04-25,2026-05-22,2026-05-25,HTL003,GST00273,RT015,CH06,Bed & Breakfast,Checked Out,1,0,1,3,128.26,0,384.78,0,384.78,123.7,0,38.48,508.48,470,,,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Travel Agent,Agency,0.1,Superior King,112.37,Germany,Non-member,18-24,Yes,27,128.26
BKG000647,CS-2404-000647,2024-03-10,2024-05-15,2024-05-18,HTL004,GST02085,RT020,CH04,Bed & Breakfast,Checked Out,2,1,1,3,113.24,0,339.72,0,339.72,177.13,0,57.75,516.85,459.1,,,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Expedia,OTA,0.17,Standard Twin,115.57,,,,,66,113.24
BKG000648,CS-2606-000648,2026-05-10,2026-05-30,2026-06-01,HTL006,GST01201,RT035,CH04,Corporate,Checked Out,2,0,1,2,155.37,0.1,310.74,31.07,279.67,0,0,47.54,279.67,232.13,Harbourline Logistics,Accessible room,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Expedia,OTA,0.17,Executive King,160.45,United Kingdom,Non-member,35-44,No,20,139.84
BKG000649,CS-2605-000649,2026-03-19,2026-04-05,2026-04-06,HTL005,GST01694,RT029,CH01,Weekend Break,Checked Out,2,0,1,1,143.05,0,143.05,0,143.05,31,0,0,174.05,174.05,,Twin beds requested,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Executive King,141.81,United Kingdom,Silver,25-34,Yes,17,143.05
