CostRecordID,HotelID,MonthStart,CostCategory,BudgetGBP,ActualGBP,VarianceGBP
CST000344,HTL003,2024-07-01,Utilities,8053.12,7802.83,-250.29
CST000345,HTL003,2024-07-01,Housekeeping Supplies,5223.53,4811.92,-411.61
CST000346,HTL003,2024-07-01,Maintenance & Repairs,6319.62,5880.36,-439.27
CST000347,HTL003,2024-07-01,Food & Beverage Supplies,12676.82,11865.36,-811.46
CST000348,HTL003,2024-07-01,Marketing,4693.31,4628.4,-64.91
CST000349,HTL003,2024-07-01,Property & Insurance,14841.44,15756.1,914.66
CST000350,HTL003,2024-07-01,Technology & Systems,3292.93,3006.22,-286.71
CST000351,HTL003,2024-07-01,Other Operating Costs,9198.22,8516.32,-681.9
CST000352,HTL004,2024-07-01,Payroll & Agency Staff,46363.3,49071.42,2708.12
CST000353,HTL004,2024-07-01,Utilities,9184,8660.55,-523.45
CST000354,HTL004,2024-07-01,Housekeeping Supplies,5948.93,6623.67,674.74
CST000355,HTL004,2024-07-01,Maintenance & Repairs,7412.97,7599.95,186.99
CST000356,HTL004,2024-07-01,Food & Beverage Supplies,14740.04,15062.18,322.14
CST000357,HTL004,2024-07-01,Marketing,5241.46,5270.64,29.18
CST000358,HTL004,2024-07-01,Property & Insurance,15654.88,14433.84,-1221.03
CST000359,HTL004,2024-07-01,Technology & Systems,3837.9,4090.14,252.24
CST000360,HTL004,2024-07-01,Other Operating Costs,9776.57,10528.06,751.49
CST000361,HTL005,2024-07-01,Payroll & Agency Staff,33501.09,35824.4,2323.31
CST000362,HTL005,2024-07-01,Utilities,6604.56,7086.54,481.98
CST000363,HTL005,2024-07-01,Housekeeping Supplies,4629.94,4851.7,221.76
CST000364,HTL005,2024-07-01,Maintenance & Repairs,5433.9,5408.25,-25.65
CST000365,HTL005,2024-07-01,Food & Beverage Supplies,10528.6,10507.55,-21.05
CST000366,HTL005,2024-07-01,Marketing,3938.09,3933.86,-4.22
CST000367,HTL005,2024-07-01,Property & Insurance,12030.63,12382.34,351.71
CST000368,HTL005,2024-07-01,Technology & Systems,2807.57,3117.78,310.21
CST000369,HTL005,2024-07-01,Other Operating Costs,7373.21,6927.61,-445.61
CST000370,HTL006,2024-07-01,Payroll & Agency Staff,36098.21,35222.52,-875.69
CST000371,HTL006,2024-07-01,Utilities,7077.83,7740.02,662.19
CST000372,HTL006,2024-07-01,Housekeeping Supplies,4801.52,4908.35,106.83
CST000373,HTL006,2024-07-01,Maintenance & Repairs,5779.49,5384.05,-395.44
CST000374,HTL006,2024-07-01,Food & Beverage Supplies,11346.21,11905.82,559.61
CST000375,HTL006,2024-07-01,Marketing,4251.09,4384.32,133.23
CST000376,HTL006,2024-07-01,Property & Insurance,12135.92,11178.35,-957.56
CST000377,HTL006,2024-07-01,Technology & Systems,2873.74,3026.29,152.55
CST000378,HTL006,2024-07-01,Other Operating Costs,7481.3,7449.92,-31.38
CST000379,HTL001,2024-08-01,Payroll & Agency Staff,75257.89,80014.85,4756.95
CST000380,HTL001,2024-08-01,Utilities,15389.91,15095.1,-294.81
CST000381,HTL001,2024-08-01,Housekeeping Supplies,9854.27,9443.65,-410.62
CST000382,HTL001,2024-08-01,Maintenance & Repairs,12256.48,12614.57,358.09
CST000383,HTL001,2024-08-01,Food & Beverage Supplies,22956.39,21758.06,-1198.33
CST000384,HTL001,2024-08-01,Marketing,8921.95,8606.06,-315.89
CST000385,HTL001,2024-08-01,Property & Insurance,26332.26,24921.87,-1410.39
CST000386,HTL001,2024-08-01,Technology & Systems,6170.84,6889.38,718.54
CST000387,HTL001,2024-08-01,Other Operating Costs,16957.42,18018.42,1061.01
CST000388,HTL002,2024-08-01,Payroll & Agency Staff,47845.52,52233.77,4388.25
CST000389,HTL002,2024-08-01,Utilities,9858.67,10457.3,598.63
CST000390,HTL002,2024-08-01,Housekeeping Supplies,6686.54,6818.35,131.82
CST000391,HTL002,2024-08-01,Maintenance & Repairs,7801.18,11237.94,3436.77
CST000392,HTL002,2024-08-01,Food & Beverage Supplies,14958.48,14462.84,-495.64
CST000393,HTL002,2024-08-01,Marketing,6032.8,5905.86,-126.94
CST000394,HTL002,2024-08-01,Property & Insurance,17134.8,17548.88,414.08
CST000395,HTL002,2024-08-01,Technology & Systems,4015.1,3866.44,-148.65
CST000396,HTL002,2024-08-01,Other Operating Costs,10489.83,10637.78,147.95
CST000397,HTL003,2024-08-01,Payroll & Agency Staff,40695.44,38274.94,-2420.5
CST000398,HTL003,2024-08-01,Utilities,8313.71,8711.62,397.91
CST000399,HTL003,2024-08-01,Housekeeping Supplies,5374.23,5862.53,488.3
CST000400,HTL003,2024-08-01,Maintenance & Repairs,6751.57,6274.58,-477
CST000401,HTL003,2024-08-01,Food & Beverage Supplies,13477.86,13466.53,-11.33
CST000402,HTL003,2024-08-01,Marketing,5044.73,4624.55,-420.19
CST000403,HTL003,2024-08-01,Property & Insurance,14717.72,15028.7,310.98
CST000404,HTL003,2024-08-01,Technology & Systems,3374.82,3634.47,259.65
CST000405,HTL003,2024-08-01,Other Operating Costs,8864.88,8083.99,-780.89
CST000406,HTL004,2024-08-01,Payroll & Agency Staff,48477.85,48471.41,-6.43
CST000407,HTL004,2024-08-01,Utilities,9415.07,8676.54,-738.53
CST000408,HTL004,2024-08-01,Housekeeping Supplies,6269.84,5836.02,-433.82
CST000409,HTL004,2024-08-01,Maintenance & Repairs,7428.63,7719.8,291.17
CST000410,HTL004,2024-08-01,Food & Beverage Supplies,14471.44,13529.8,-941.64
CST000411,HTL004,2024-08-01,Marketing,5388.8,5259.09,-129.72
CST000412,HTL004,2024-08-01,Property & Insurance,17126.1,18186.66,1060.56
CST000413,HTL004,2024-08-01,Technology & Systems,3931.31,3749.47,-181.84
CST000414,HTL004,2024-08-01,Other Operating Costs,10150.2,10907.59,757.38
CST000415,HTL005,2024-08-01,Payroll & Agency Staff,34458.9,34661.37,202.47
CST000416,HTL005,2024-08-01,Utilities,7030.75,7271.32,240.56
CST000417,HTL005,2024-08-01,Housekeeping Supplies,4540.75,5020.34,479.59
CST000418,HTL005,2024-08-01,Maintenance & Repairs,5534.66,5653.57,118.91
CST000419,HTL005,2024-08-01,Food & Beverage Supplies,11300.8,11940.58,639.79
CST000420,HTL005,2024-08-01,Marketing,4245.76,4108.93,-136.83
CST000421,HTL005,2024-08-01,Property & Insurance,12511.69,11432.53,-1079.16
CST000422,HTL005,2024-08-01,Technology & Systems,2863.29,3020.94,157.65
CST000423,HTL005,2024-08-01,Other Operating Costs,7560.93,7963.84,402.91
CST000424,HTL006,2024-08-01,Payroll & Agency Staff,35288.14,39333.97,4045.83
CST000425,HTL006,2024-08-01,Utilities,6961.75,6641.34,-320.41
CST000426,HTL006,2024-08-01,Housekeeping Supplies,4874.32,4785.96,-88.36
CST000427,HTL006,2024-08-01,Maintenance & Repairs,5616.89,5128.16,-488.74
CST000428,HTL006,2024-08-01,Food & Beverage Supplies,11772.6,12949.14,1176.54
CST000429,HTL006,2024-08-01,Marketing,4360.71,4399.19,38.48
CST000430,HTL006,2024-08-01,Property & Insurance,12929.19,11936.75,-992.44
CST000431,HTL006,2024-08-01,Technology & Systems,2940.34,2925.12,-15.22
CST000432,HTL006,2024-08-01,Other Operating Costs,7692.59,8062.47,369.88
CST000433,HTL001,2024-09-01,Payroll & Agency Staff,66404.34,67398.69,994.35
CST000434,HTL001,2024-09-01,Utilities,13071.27,14447.32,1376.05
CST000435,HTL001,2024-09-01,Housekeeping Supplies,8386.24,8991.41,605.17
CST000436,HTL001,2024-09-01,Maintenance & Repairs,10801.66,10609.97,-191.68
CST000437,HTL001,2024-09-01,Food & Beverage Supplies,20832.83,19773.56,-1059.27
CST000438,HTL001,2024-09-01,Marketing,7746.91,8585.36,838.45
CST000439,HTL001,2024-09-01,Property & Insurance,24125.67,22555.39,-1570.28
CST000440,HTL001,2024-09-01,Technology & Systems,5739.34,5470.3,-269.04
CST000441,HTL001,2024-09-01,Other Operating Costs,14203.75,14881.29,677.54
CST000442,HTL002,2024-09-01,Payroll & Agency Staff,42275.54,41977.13,-298.41
CST000443,HTL002,2024-09-01,Utilities,8304.33,7857.19,-447.14
CST000444,HTL002,2024-09-01,Housekeeping Supplies,5538.68,5677.96,139.28
CST000445,HTL002,2024-09-01,Maintenance & Repairs,6713.44,7093.19,379.75
CST000446,HTL002,2024-09-01,Food & Beverage Supplies,13919.43,13038.11,-881.33
CST000447,HTL002,2024-09-01,Marketing,4965.02,5031.67,66.64
CST000448,HTL002,2024-09-01,Property & Insurance,15064.67,15740.09,675.42
CST000449,HTL002,2024-09-01,Technology & Systems,3771,3600.88,-170.12
CST000450,HTL002,2024-09-01,Other Operating Costs,9355.71,8524.95,-830.76
CST000451,HTL003,2024-09-01,Payroll & Agency Staff,36959.93,34149.89,-2810.04
CST000452,HTL003,2024-09-01,Utilities,7329.38,7792.42,463.04
CST000453,HTL003,2024-09-01,Housekeeping Supplies,4704.69,4718.97,14.28
CST000454,HTL003,2024-09-01,Maintenance & Repairs,5607.42,5335.14,-272.28
CST000455,HTL003,2024-09-01,Food & Beverage Supplies,11803.14,12760.81,957.67
CST000456,HTL003,2024-09-01,Marketing,4512.43,4233.59,-278.85
CST000457,HTL003,2024-09-01,Property & Insurance,12595.93,11504.01,-1091.92
CST000458,HTL003,2024-09-01,Technology & Systems,3151.64,3074.5,-77.15
CST000459,HTL003,2024-09-01,Other Operating Costs,8008.14,8664.15,656.01
CST000460,HTL004,2024-09-01,Payroll & Agency Staff,42469.6,39183.1,-3286.51
CST000461,HTL004,2024-09-01,Utilities,7968.11,8704.67,736.56
CST000462,HTL004,2024-09-01,Housekeeping Supplies,5462.72,5997.34,534.62
CST000463,HTL004,2024-09-01,Maintenance & Repairs,6727,6478.84,-248.16
CST000464,HTL004,2024-09-01,Food & Beverage Supplies,13237.49,12675.28,-562.21
CST000465,HTL004,2024-09-01,Marketing,5088.64,5443.81,355.17
CST000466,HTL004,2024-09-01,Property & Insurance,14695.07,16080.06,1384.99
CST000467,HTL004,2024-09-01,Technology & Systems,3589.97,3285.73,-304.24
CST000468,HTL004,2024-09-01,Other Operating Costs,9180.72,9053.44,-127.27
CST000469,HTL005,2024-09-01,Payroll & Agency Staff,30850.85,31649.47,798.62
CST000470,HTL005,2024-09-01,Utilities,6146.71,6737.92,591.22
CST000471,HTL005,2024-09-01,Housekeeping Supplies,4190.99,4005.64,-185.35
CST000472,HTL005,2024-09-01,Maintenance & Repairs,4878.35,4499.5,-378.85
CST000473,HTL005,2024-09-01,Food & Beverage Supplies,10176.39,9808.79,-367.61
CST000474,HTL005,2024-09-01,Marketing,3541.45,3300.78,-240.68
CST000475,HTL005,2024-09-01,Property & Insurance,10878.62,11046.73,168.11
CST000476,HTL005,2024-09-01,Technology & Systems,2683.9,2798.8,114.9
CST000477,HTL005,2024-09-01,Other Operating Costs,6870.78,6556.66,-314.12
CST000478,HTL006,2024-09-01,Payroll & Agency Staff,32033.72,31896.22,-137.5
CST000479,HTL006,2024-09-01,Utilities,6339.03,6592.12,253.09
CST000480,HTL006,2024-09-01,Housekeeping Supplies,4112.63,4299.72,187.09
CST000481,HTL006,2024-09-01,Maintenance & Repairs,4973.46,5427.92,454.46
CST000482,HTL006,2024-09-01,Food & Beverage Supplies,10103.72,10160.6,56.88
CST000483,HTL006,2024-09-01,Marketing,3923.07,3937.65,14.58
CST000484,HTL006,2024-09-01,Property & Insurance,11461.19,10589.92,-871.26
CST000485,HTL006,2024-09-01,Technology & Systems,2649.72,2803.92,154.2
CST000486,HTL006,2024-09-01,Other Operating Costs,6807.25,6604.01,-203.24
CST000487,HTL001,2024-10-01,Payroll & Agency Staff,61883.23,68111.84,6228.61
CST000488,HTL001,2024-10-01,Utilities,12659.22,12997.36,338.13
CST000489,HTL001,2024-10-01,Housekeeping Supplies,8262.65,8698.83,436.18
CST000490,HTL001,2024-10-01,Maintenance & Repairs,9547.64,9860,312.36
CST000491,HTL001,2024-10-01,Food & Beverage Supplies,20039.34,22131.11,2091.77
CST000492,HTL001,2024-10-01,Marketing,7589.68,9914.75,2325.07
CST000493,HTL001,2024-10-01,Property & Insurance,22398.25,22433.49,35.24
CST000494,HTL001,2024-10-01,Technology & Systems,5088.34,5457.59,369.25
CST000495,HTL001,2024-10-01,Other Operating Costs,13409.41,13259.76,-149.66
CST000496,HTL002,2024-10-01,Payroll & Agency Staff,41435.45,41706.25,270.79
CST000497,HTL002,2024-10-01,Utilities,7788.42,7673.36,-115.06
CST000498,HTL002,2024-10-01,Housekeeping Supplies,5402,5161.13,-240.87
CST000499,HTL002,2024-10-01,Maintenance & Repairs,6414.52,6060.86,-353.66
CST000500,HTL002,2024-10-01,Food & Beverage Supplies,13031.86,12543.56,-488.3
CST000501,HTL002,2024-10-01,Marketing,4968.37,5578.34,609.97
CST000502,HTL002,2024-10-01,Property & Insurance,14746.22,13783.61,-962.6
CST000503,HTL002,2024-10-01,Technology & Systems,3299.98,3105.98,-194
CST000504,HTL002,2024-10-01,Other Operating Costs,8669.76,9219.76,550
CST000505,HTL003,2024-10-01,Payroll & Agency Staff,33583.95,34799.12,1215.17
CST000506,HTL003,2024-10-01,Utilities,7046.56,6484.67,-561.89
CST000507,HTL003,2024-10-01,Housekeeping Supplies,4621.52,4243.15,-378.37
CST000508,HTL003,2024-10-01,Maintenance & Repairs,5446.82,4984.39,-462.42
CST000509,HTL003,2024-10-01,Food & Beverage Supplies,11295.34,11954.18,658.83
CST000510,HTL003,2024-10-01,Marketing,4066.07,5025.46,959.39
CST000511,HTL003,2024-10-01,Property & Insurance,12225.46,12069.71,-155.76
CST000512,HTL003,2024-10-01,Technology & Systems,2852.01,2684.63,-167.37
CST000513,HTL003,2024-10-01,Other Operating Costs,7335.4,8203.41,868
CST000514,HTL004,2024-10-01,Payroll & Agency Staff,37396.44,39641.29,2244.85
CST000515,HTL004,2024-10-01,Utilities,7924.94,8417.12,492.18
CST000516,HTL004,2024-10-01,Housekeeping Supplies,5077.85,5198.41,120.56
CST000517,HTL004,2024-10-01,Maintenance & Repairs,5959.63,6593.32,633.69
CST000518,HTL004,2024-10-01,Food & Beverage Supplies,12194.8,13199.24,1004.44
CST000519,HTL004,2024-10-01,Marketing,4630.08,5978.43,1348.35
CST000520,HTL004,2024-10-01,Property & Insurance,13367.97,12186.12,-1181.86
CST000521,HTL004,2024-10-01,Technology & Systems,3212.11,3138.8,-73.31
CST000522,HTL004,2024-10-01,Other Operating Costs,8535.25,9194.84,659.58
CST000523,HTL005,2024-10-01,Payroll & Agency Staff,28365.25,27958.14,-407.11
CST000524,HTL005,2024-10-01,Utilities,5663.51,6034.69,371.18
CST000525,HTL005,2024-10-01,Housekeeping Supplies,3883.71,3741.68,-142.02
CST000526,HTL005,2024-10-01,Maintenance & Repairs,4701.92,4918.07,216.15
CST000527,HTL005,2024-10-01,Food & Beverage Supplies,8896.68,8548.14,-348.54
CST000528,HTL005,2024-10-01,Marketing,3442.29,3891.6,449.31
CST000529,HTL005,2024-10-01,Property & Insurance,10109.97,9685.37,-424.6
CST000530,HTL005,2024-10-01,Technology & Systems,2508.93,2795.97,287.04
CST000531,HTL005,2024-10-01,Other Operating Costs,6273.03,6816.17,543.14
CST000532,HTL006,2024-10-01,Payroll & Agency Staff,29990.22,29586.39,-403.82
CST000533,HTL006,2024-10-01,Utilities,6055.71,6676.62,620.91
CST000534,HTL006,2024-10-01,Housekeeping Supplies,3906.33,4256.16,349.83
CST000535,HTL006,2024-10-01,Maintenance & Repairs,4651.07,4908.71,257.64
CST000536,HTL006,2024-10-01,Food & Beverage Supplies,9373.85,10127.75,753.9
CST000537,HTL006,2024-10-01,Marketing,3463.82,3869.7,405.88
CST000538,HTL006,2024-10-01,Property & Insurance,10339.28,10815.91,476.63
CST000539,HTL006,2024-10-01,Technology & Systems,2469.1,2326.91,-142.19
CST000540,HTL006,2024-10-01,Other Operating Costs,6779.76,6939.75,159.99
CST000541,HTL001,2024-11-01,Payroll & Agency Staff,58541.21,62054.62,3513.41
CST000542,HTL001,2024-11-01,Utilities,11119.52,12393.91,1274.39
CST000543,HTL001,2024-11-01,Housekeeping Supplies,7600.1,7137.36,-462.75
CST000544,HTL001,2024-11-01,Maintenance & Repairs,8701.49,9497.09,795.6
CST000545,HTL001,2024-11-01,Food & Beverage Supplies,17619.79,17654.93,35.14
CST000546,HTL001,2024-11-01,Marketing,6789.17,7770.46,981.28
CST000547,HTL001,2024-11-01,Property & Insurance,20119.36,18320.07,-1799.29
CST000548,HTL001,2024-11-01,Technology & Systems,4996.89,5094.92,98.03
CST000549,HTL001,2024-11-01,Other Operating Costs,12193.3,12585.7,392.4
CST000550,HTL002,2024-11-01,Payroll & Agency Staff,36743.08,36561.02,-182.06
CST000551,HTL002,2024-11-01,Utilities,7334.55,7265.68,-68.87
CST000552,HTL002,2024-11-01,Housekeeping Supplies,4828.67,5132.42,303.75
CST000553,HTL002,2024-11-01,Maintenance & Repairs,5956.09,5758.84,-197.25
CST000554,HTL002,2024-11-01,Food & Beverage Supplies,12142.87,12589.51,446.64
CST000555,HTL002,2024-11-01,Marketing,4440.55,5373.81,933.26
CST000556,HTL002,2024-11-01,Property & Insurance,13505.55,12577.38,-928.17
CST000557,HTL002,2024-11-01,Technology & Systems,3111.22,3301.48,190.26
CST000558,HTL002,2024-11-01,Other Operating Costs,7976.57,8789.19,812.62
CST000559,HTL003,2024-11-01,Payroll & Agency Staff,32397.09,32282.45,-114.64
CST000560,HTL003,2024-11-01,Utilities,6338.45,7044.9,706.46
CST000561,HTL003,2024-11-01,Housekeeping Supplies,4038.41,3881.98,-156.43
CST000562,HTL003,2024-11-01,Maintenance & Repairs,5098.83,4704.53,-394.3
CST000563,HTL003,2024-11-01,Food & Beverage Supplies,9808.77,10834.08,1025.31
CST000564,HTL003,2024-11-01,Marketing,3675.54,4788.66,1113.12
CST000565,HTL003,2024-11-01,Property & Insurance,11368.57,10514.55,-854.03
CST000566,HTL003,2024-11-01,Technology & Systems,2700.96,2485.15,-215.81
CST000567,HTL003,2024-11-01,Other Operating Costs,6900.28,7214.01,313.73
CST000568,HTL004,2024-11-01,Payroll & Agency Staff,34531.18,37015.95,2484.77
CST000569,HTL004,2024-11-01,Utilities,6915.68,6905.48,-10.2
CST000570,HTL004,2024-11-01,Housekeeping Supplies,4743.72,4819.33,75.61
CST000571,HTL004,2024-11-01,Maintenance & Repairs,5738.97,5823.34,84.37
CST000572,HTL004,2024-11-01,Food & Beverage Supplies,11171.41,11088.23,-83.17
CST000573,HTL004,2024-11-01,Marketing,4212.62,5250.5,1037.87
CST000574,HTL004,2024-11-01,Property & Insurance,12913.97,13010.36,96.39
CST000575,HTL004,2024-11-01,Technology & Systems,2988.27,2778.89,-209.37
CST000576,HTL004,2024-11-01,Other Operating Costs,8121.47,7429.01,-692.45
CST000577,HTL005,2024-11-01,Payroll & Agency Staff,26535.51,27139.27,603.76
CST000578,HTL005,2024-11-01,Utilities,5206.83,5129.08,-77.75
CST000579,HTL005,2024-11-01,Housekeeping Supplies,3442.17,3508.21,66.04
CST000580,HTL005,2024-11-01,Maintenance & Repairs,4065.87,4551.3,485.43
CST000581,HTL005,2024-11-01,Food & Beverage Supplies,8290.05,9237.67,947.62
CST000582,HTL005,2024-11-01,Marketing,3286.66,4202.9,916.24
CST000583,HTL005,2024-11-01,Property & Insurance,9206.98,9219.01,12.03
CST000584,HTL005,2024-11-01,Technology & Systems,2278.13,2226.37,-51.76
CST000585,HTL005,2024-11-01,Other Operating Costs,5885.8,6268.44,382.64
CST000586,HTL006,2024-11-01,Payroll & Agency Staff,27242.41,26793.27,-449.14
CST000587,HTL006,2024-11-01,Utilities,5527.28,5102.87,-424.42
CST000588,HTL006,2024-11-01,Housekeeping Supplies,3605.58,3854.41,248.83
CST000589,HTL006,2024-11-01,Maintenance & Repairs,4234.54,4454.06,219.51
CST000590,HTL006,2024-11-01,Food & Beverage Supplies,8924.27,9944.6,1020.33
CST000591,HTL006,2024-11-01,Marketing,3144.1,4128.7,984.59
CST000592,HTL006,2024-11-01,Property & Insurance,9505.3,9037.05,-468.25
CST000593,HTL006,2024-11-01,Technology & Systems,2304.07,2577.3,273.23
CST000594,HTL006,2024-11-01,Other Operating Costs,6185.51,6378.58,193.06
CST000595,HTL001,2024-12-01,Payroll & Agency Staff,68232.42,62276.56,-5955.86
CST000596,HTL001,2024-12-01,Utilities,13516.5,16379.69,2863.18
CST000597,HTL001,2024-12-01,Housekeeping Supplies,9467.94,9254.65,-213.29
CST000598,HTL001,2024-12-01,Maintenance & Repairs,10920.48,11420.12,499.65
CST000599,HTL001,2024-12-01,Food & Beverage Supplies,21190.93,22244.79,1053.87
CST000600,HTL001,2024-12-01,Marketing,7977.73,8509.13,531.4
CST000601,HTL001,2024-12-01,Property & Insurance,23906.92,24301.53,394.61
CST000602,HTL001,2024-12-01,Technology & Systems,5794.73,5674.25,-120.48
CST000603,HTL001,2024-12-01,Other Operating Costs,14958.54,15036.58,78.05
CST000604,HTL002,2024-12-01,Payroll & Agency Staff,45940.53,49872.75,3932.22
CST000605,HTL002,2024-12-01,Utilities,8943.25,11105.01,2161.75
CST000606,HTL002,2024-12-01,Housekeeping Supplies,5744.35,6006.93,262.58
CST000607,HTL002,2024-12-01,Maintenance & Repairs,7297.02,7098.58,-198.44
CST000608,HTL002,2024-12-01,Food & Beverage Supplies,13850.86,13238.02,-612.84
CST000609,HTL002,2024-12-01,Marketing,5308.63,5071.03,-237.6
CST000610,HTL002,2024-12-01,Property & Insurance,16684.73,17260.97,576.24
CST000611,HTL002,2024-12-01,Technology & Systems,3792.06,3795.31,3.25
CST000612,HTL002,2024-12-01,Other Operating Costs,9865.96,9538.58,-327.38
CST000613,HTL003,2024-12-01,Payroll & Agency Staff,38662.79,37226.98,-1435.81
CST000614,HTL003,2024-12-01,Utilities,7778.05,8457.68,679.64
CST000615,HTL003,2024-12-01,Housekeeping Supplies,4920.32,5264.79,344.47
CST000616,HTL003,2024-12-01,Maintenance & Repairs,5970.51,6493.34,522.82
CST000617,HTL003,2024-12-01,Food & Beverage Supplies,12053.79,13333.12,1279.34
CST000618,HTL003,2024-12-01,Marketing,4471.79,4227.14,-244.64
CST000619,HTL003,2024-12-01,Property & Insurance,13163.34,11980.23,-1183.11
CST000620,HTL003,2024-12-01,Technology & Systems,3138.34,3085.08,-53.26
CST000621,HTL003,2024-12-01,Other Operating Costs,8739.17,8118.39,-620.79
CST000622,HTL004,2024-12-01,Payroll & Agency Staff,42049.32,39851.6,-2197.71
CST000623,HTL004,2024-12-01,Utilities,8268.54,8723.29,454.75
CST000624,HTL004,2024-12-01,Housekeeping Supplies,5508.29,5993.03,484.74
CST000625,HTL004,2024-12-01,Maintenance & Repairs,6816.59,6984.15,167.56
CST000626,HTL004,2024-12-01,Food & Beverage Supplies,13781.12,12687.28,-1093.84
CST000627,HTL004,2024-12-01,Marketing,5256.69,5408.46,151.77
CST000628,HTL004,2024-12-01,Property & Insurance,15367.53,14217.6,-1149.93
CST000629,HTL004,2024-12-01,Technology & Systems,3684.63,3804.73,120.1
CST000630,HTL004,2024-12-01,Other Operating Costs,9602.85,9892.28,289.43
CST000631,HTL005,2024-12-01,Payroll & Agency Staff,32003.52,31163.31,-840.21
CST000632,HTL005,2024-12-01,Utilities,6490.13,7142.29,652.16
CST000633,HTL005,2024-12-01,Housekeeping Supplies,4390.26,4802.29,412.03
CST000634,HTL005,2024-12-01,Maintenance & Repairs,4989.72,5010.16,20.44
CST000635,HTL005,2024-12-01,Food & Beverage Supplies,10606.78,10024.94,-581.85
CST000636,HTL005,2024-12-01,Marketing,3718.38,3776.81,58.43
CST000637,HTL005,2024-12-01,Property & Insurance,11656.93,11839.65,182.71
CST000638,HTL005,2024-12-01,Technology & Systems,2834.23,2775.71,-58.52
CST000639,HTL005,2024-12-01,Other Operating Costs,7060.34,6757.43,-302.92
CST000640,HTL006,2024-12-01,Payroll & Agency Staff,33335.48,35894.49,2559.01
CST000641,HTL006,2024-12-01,Utilities,6371.38,6771.09,399.71
CST000642,HTL006,2024-12-01,Housekeeping Supplies,4299,4759.15,460.15
CST000643,HTL006,2024-12-01,Maintenance & Repairs,5209.1,5246.62,37.53
CST000644,HTL006,2024-12-01,Food & Beverage Supplies,10656.48,10783.17,126.69
CST000645,HTL006,2024-12-01,Marketing,3993.98,4301.7,307.72
CST000646,HTL006,2024-12-01,Property & Insurance,12032,10984.56,-1047.45
CST000647,HTL006,2024-12-01,Technology & Systems,2763.89,2922.7,158.81
CST000648,HTL006,2024-12-01,Other Operating Costs,7491.45,7143.72,-347.73
CST000649,HTL001,2025-01-01,Payroll & Agency Staff,52977.68,51184.41,-1793.26
CST000650,HTL001,2025-01-01,Utilities,10480.88,11614.08,1133.2
CST000651,HTL001,2025-01-01,Housekeeping Supplies,7006.26,7794.14,787.88
CST000652,HTL001,2025-01-01,Maintenance & Repairs,8459.17,9309.14,849.97
CST000653,HTL001,2025-01-01,Food & Beverage Supplies,16339.85,17293.07,953.22
CST000654,HTL001,2025-01-01,Marketing,6352.42,6668.61,316.19
CST000655,HTL001,2025-01-01,Property & Insurance,17805.37,19775.45,1970.07
CST000656,HTL001,2025-01-01,Technology & Systems,4554.04,4588.95,34.9
CST000657,HTL001,2025-01-01,Other Operating Costs,11572.04,11772.33,200.29
CST000658,HTL002,2025-01-01,Payroll & Agency Staff,34436.49,37150.19,2713.69
CST000659,HTL002,2025-01-01,Utilities,6871.28,8323.24,1451.96
CST000660,HTL002,2025-01-01,Housekeeping Supplies,4636.21,4771.86,135.65
CST000661,HTL002,2025-01-01,Maintenance & Repairs,5503.98,6037.27,533.29
CST000662,HTL002,2025-01-01,Food & Beverage Supplies,11153.43,10379.56,-773.87
CST000663,HTL002,2025-01-01,Marketing,4011.52,4152.86,141.33
CST000664,HTL002,2025-01-01,Property & Insurance,12295.42,12464.04,168.62
CST000665,HTL002,2025-01-01,Technology & Systems,2781.12,3045.21,264.08
CST000666,HTL002,2025-01-01,Other Operating Costs,7258.96,7040.45,-218.5
CST000667,HTL003,2025-01-01,Payroll & Agency Staff,29912.69,28309.04,-1603.66
CST000668,HTL003,2025-01-01,Utilities,5677.07,7104.22,1427.15
CST000669,HTL003,2025-01-01,Housekeeping Supplies,3904.78,4310.46,405.68
CST000670,HTL003,2025-01-01,Maintenance & Repairs,4389.41,4811.63,422.22
CST000671,HTL003,2025-01-01,Food & Beverage Supplies,8813.09,9462.55,649.46
CST000672,HTL003,2025-01-01,Marketing,3369.55,3377.68,8.13
CST000673,HTL003,2025-01-01,Property & Insurance,10374.82,11057.39,682.57
CST000674,HTL003,2025-01-01,Technology & Systems,2503.98,2366.09,-137.9
CST000675,HTL003,2025-01-01,Other Operating Costs,6561.84,6633.09,71.25
CST000676,HTL004,2025-01-01,Payroll & Agency Staff,32312.63,32176.56,-136.06
CST000677,HTL004,2025-01-01,Utilities,6208.78,7373.51,1164.73
CST000678,HTL004,2025-01-01,Housekeeping Supplies,4424.66,4757.01,332.35
CST000679,HTL004,2025-01-01,Maintenance & Repairs,5033.61,8382.72,3349.11
CST000680,HTL004,2025-01-01,Food & Beverage Supplies,10511.08,10969.15,458.07
CST000681,HTL004,2025-01-01,Marketing,3964.26,4395.34,431.08
CST000682,HTL004,2025-01-01,Property & Insurance,11314.49,11006.78,-307.71
CST000683,HTL004,2025-01-01,Technology & Systems,2808.82,2718.94,-89.88
CST000684,HTL004,2025-01-01,Other Operating Costs,6971.54,7064.36,92.82
CST000685,HTL005,2025-01-01,Payroll & Agency Staff,23757.5,21664.96,-2092.53
CST000686,HTL005,2025-01-01,Utilities,4881.16,6103.61,1222.45
CST000687,HTL005,2025-01-01,Housekeeping Supplies,3298.6,3613.89,315.29
