PaymentID,BookingID,PaymentDate,PaymentMethod,AmountGBP,PaymentStatus,ProcessingFeeGBP,Currency,PaymentSource
PAY0000783,BKG000805,2025-05-30,Mastercard,93.4,Captured,1.49,GBP,Payment Gateway
PAY0000784,BKG000806,2025-10-27,Mastercard,132.29,Captured,1.59,GBP,Payment Gateway
PAY0000785,BKG000807,2024-06-29,Mastercard,423.13,Captured,7.62,GBP,Payment Gateway
PAY0000786,BKG000808,2024-07-19,Apple Pay,434.6,Captured,6.08,GBP,Payment Gateway
PAY0000787,BKG000809,2025-10-19,Cash,206.46,Captured,0,GBP,Front Desk/PMS
PAY0000788,BKG000812,2024-05-24,Visa,700.68,Captured,8.41,GBP,Payment Gateway
PAY0000789,BKG000813,2024-07-05,Apple Pay,554.32,Captured,6.65,GBP,Payment Gateway
PAY0000790,BKG000814,2025-09-26,Mastercard,162.7,Captured,1.95,GBP,Payment Gateway
PAY0000791,BKG000815,2025-08-14,Visa,232.12,Captured,3.71,GBP,Payment Gateway
PAY0000792,BKG000816,2024-05-07,Mastercard,396.99,Captured,5.56,GBP,Payment Gateway
PAY0000793,BKG000817,2025-03-29,Bank Transfer,2652.18,Captured,0,GBP,Payment Gateway
PAY0000794,BKG000818,2025-11-30,Mastercard,98.7,Captured,1.58,GBP,Payment Gateway
PAY0000795,BKG000819,2025-03-19,Mastercard,279.77,Captured,5.04,GBP,Payment Gateway
PAY0000796,BKG000820,2026-05-09,Mastercard,82.08,Captured,1.15,GBP,Payment Gateway
PAY0000797,BKG000820,2026-05-31,Mastercard,246.24,Captured,3.94,GBP,Payment Gateway
PAY0000798,BKG000821,2024-05-24,Cash,483.76,Captured,0,GBP,Front Desk/PMS
PAY0000799,BKG000822,2024-05-26,Cash,435.96,Captured,0,GBP,Front Desk/PMS
PAY0000800,BKG000823,2024-07-04,Google Pay,117.28,Captured,1.41,GBP,Payment Gateway
PAY0000801,BKG000826,2024-06-20,Visa,61.91,Captured,0.74,GBP,Payment Gateway
PAY0000802,BKG000826,2024-08-02,Mastercard,185.72,Captured,2.97,GBP,Payment Gateway
PAY0000803,BKG000827,2025-12-23,Visa,602.1,Captured,7.23,GBP,Payment Gateway
PAY0000804,BKG000828,2024-01-31,Mastercard,106.19,Captured,1.27,GBP,Payment Gateway
PAY0000805,BKG000829,2025-10-20,Apple Pay,234.94,Captured,2.82,GBP,Payment Gateway
PAY0000806,BKG000830,2025-05-22,Visa,166.18,Captured,2.99,GBP,Payment Gateway
PAY0000807,BKG000830,2025-06-01,Visa,498.53,Captured,5.98,GBP,Payment Gateway
PAY0000808,BKG000831,2026-03-25,Google Pay,1331.54,Captured,18.64,GBP,Payment Gateway
PAY0000809,BKG000832,2026-04-08,Visa,2906.62,Captured,34.88,GBP,Payment Gateway
PAY0000810,BKG000833,2024-06-18,Mastercard,410.97,Captured,5.75,GBP,Payment Gateway
PAY0000811,BKG000834,2024-01-23,Cash,81.94,Captured,0,GBP,Front Desk/PMS
PAY0000812,BKG000836,2024-09-30,Visa,89.62,Captured,1.08,GBP,Payment Gateway
PAY0000813,BKG000836,2024-10-27,Visa,268.85,Captured,3.76,GBP,Payment Gateway
PAY0000814,BKG000837,2025-11-03,Mastercard,225.64,Captured,2.71,GBP,Payment Gateway
PAY0000815,BKG000839,2024-10-10,Visa,314.06,Captured,4.4,GBP,Payment Gateway
PAY0000816,BKG000840,2026-04-05,Visa,155.85,Captured,1.87,GBP,Payment Gateway
PAY0000817,BKG000841,2024-01-01,Visa,296.46,Captured,4.15,GBP,Payment Gateway
PAY0000818,BKG000842,2024-09-19,American Express,1255.6,Captured,22.6,GBP,Payment Gateway
PAY0000819,BKG000844,2025-08-02,Mastercard,52.73,Captured,0.95,GBP,Payment Gateway
PAY0000820,BKG000844,2025-08-22,Mastercard,158.2,Captured,2.85,GBP,Payment Gateway
PAY0000821,BKG000845,2024-05-04,Visa,1165.12,Captured,16.31,GBP,Payment Gateway
PAY0000822,BKG000847,2024-02-10,Google Pay,101.3,Captured,1.22,GBP,Payment Gateway
PAY0000823,BKG000848,2025-05-17,Visa,594.04,Captured,8.32,GBP,Payment Gateway
PAY0000824,BKG000848,2025-05-25,Mastercard,1782.13,Captured,28.51,GBP,Payment Gateway
PAY0000825,BKG000850,2026-07-11,Apple Pay,49.38,Captured,0.69,GBP,Payment Gateway
PAY0000826,BKG000850,2026-07-12,Mastercard,148.15,Captured,2.67,GBP,Payment Gateway
PAY0000827,BKG000851,2024-07-19,Mastercard,174.71,Captured,2.8,GBP,Payment Gateway
PAY0000828,BKG000852,2024-08-08,American Express,681.37,Captured,9.54,GBP,Payment Gateway
PAY0000829,BKG000853,2025-06-12,Visa,198.53,Captured,3.18,GBP,Payment Gateway
PAY0000830,BKG000853,2025-07-06,Visa,595.58,Captured,10.72,GBP,Payment Gateway
PAY0000831,BKG000854,2024-03-20,Mastercard,113.88,Captured,2.05,GBP,Payment Gateway
PAY0000832,BKG000855,2024-07-05,Mastercard,297.24,Captured,4.76,GBP,Payment Gateway
PAY0000833,BKG000855,2024-09-29,Visa,891.72,Captured,12.48,GBP,Payment Gateway
PAY0000834,BKG000856,2025-07-06,Cash,667,Captured,0,GBP,Front Desk/PMS
PAY0000835,BKG000857,2024-05-09,Mastercard,346.77,Captured,6.24,GBP,Payment Gateway
PAY0000836,BKG000858,2025-11-15,Visa,367.05,Captured,5.87,GBP,Payment Gateway
PAY0000837,BKG000860,2025-04-16,Visa,82.39,Captured,1.15,GBP,Payment Gateway
PAY0000838,BKG000861,2024-06-27,Apple Pay,203.3,Captured,2.85,GBP,Payment Gateway
PAY0000839,BKG000862,2025-06-12,Visa,209.02,Captured,2.51,GBP,Payment Gateway
PAY0000840,BKG000863,2025-01-05,Mastercard,357.2,Captured,5.72,GBP,Payment Gateway
PAY0000841,BKG000864,2025-05-01,Mastercard,170.97,Captured,2.74,GBP,Payment Gateway
PAY0000842,BKG000865,2026-02-23,Google Pay,273.02,Captured,3.28,GBP,Payment Gateway
PAY0000843,BKG000867,2026-03-12,Mastercard,1028.12,Captured,16.45,GBP,Payment Gateway
PAY0000844,BKG000869,2024-02-01,Apple Pay,1124.33,Captured,20.24,GBP,Payment Gateway
PAY0000845,BKG000870,2025-08-12,Mastercard,521.87,Captured,6.26,GBP,Payment Gateway
PAY0000846,BKG000871,2025-01-06,Mastercard,291.11,Captured,4.08,GBP,Payment Gateway
PAY0000847,BKG000872,2024-08-12,Visa,175.89,Captured,2.81,GBP,Payment Gateway
PAY0000848,BKG000873,2024-10-11,American Express,216.68,Captured,3.9,GBP,Payment Gateway
PAY0000849,BKG000873,2024-12-02,Bank Transfer,650.04,Captured,0,GBP,Payment Gateway
PAY0000850,BKG000874,2026-05-01,Mastercard,364.24,Captured,6.56,GBP,Payment Gateway
PAY0000851,BKG000875,2025-03-12,Mastercard,67.99,Captured,0.95,GBP,Payment Gateway
PAY0000852,BKG000875,2025-03-17,Cash,203.97,Captured,0,GBP,Front Desk/PMS
PAY0000853,BKG000877,2026-07-15,Mastercard,131.15,Captured,1.57,GBP,Payment Gateway
PAY0000854,BKG000878,2025-10-11,Visa,427.72,Captured,5.13,GBP,Payment Gateway
PAY0000855,BKG000879,2026-07-01,Apple Pay,306.65,Captured,4.29,GBP,Payment Gateway
PAY0000856,BKG000880,2024-09-13,Cash,520.62,Captured,0,GBP,Front Desk/PMS
PAY0000857,BKG000881,2025-12-27,Visa,326.82,Captured,5.23,GBP,Payment Gateway
PAY0000858,BKG000882,2024-08-06,Visa,110.33,Captured,1.99,GBP,Payment Gateway
PAY0000859,BKG000882,2024-08-11,Visa,330.99,Captured,5.96,GBP,Payment Gateway
PAY0000860,BKG000883,2024-08-06,Mastercard,245.02,Captured,4.41,GBP,Payment Gateway
PAY0000861,BKG000884,2024-05-09,Visa,634.32,Captured,8.88,GBP,Payment Gateway
PAY0000862,BKG000885,2024-07-21,Visa,96.07,Captured,1.54,GBP,Payment Gateway
PAY0000863,BKG000886,2024-06-08,Mastercard,162.05,Captured,1.94,GBP,Payment Gateway
PAY0000864,BKG000888,2024-08-30,Visa,137.03,Captured,1.64,GBP,Payment Gateway
PAY0000865,BKG000888,2024-08-30,Visa,411.09,Captured,7.4,GBP,Payment Gateway
PAY0000866,BKG000889,2026-02-28,Mastercard,186.07,Captured,2.23,GBP,Payment Gateway
PAY0000867,BKG000890,2026-07-10,Bank Transfer,158.07,Captured,0,GBP,Payment Gateway
PAY0000868,BKG000891,2026-05-05,Visa,70.82,Captured,1.13,GBP,Payment Gateway
PAY0000869,BKG000891,2026-05-05,Google Pay,212.47,Captured,3.4,GBP,Payment Gateway
PAY0000870,BKG000892,2026-03-02,Apple Pay,353.11,Captured,5.65,GBP,Payment Gateway
PAY0000871,BKG000893,2025-11-11,American Express,493.23,Captured,5.92,GBP,Payment Gateway
PAY0000872,BKG000894,2025-01-21,Mastercard,75.65,Captured,1.06,GBP,Payment Gateway
PAY0000873,BKG000894,2025-01-29,American Express,226.96,Captured,2.72,GBP,Payment Gateway
PAY0000874,BKG000895,2025-07-04,Mastercard,493.59,Captured,7.9,GBP,Payment Gateway
PAY0000875,BKG000896,2025-03-24,Visa,173.08,Captured,2.08,GBP,Payment Gateway
PAY0000876,BKG000897,2024-02-16,Visa,247.11,Captured,2.97,GBP,Payment Gateway
PAY0000877,BKG000897,2024-02-21,Google Pay,741.32,Captured,11.86,GBP,Payment Gateway
PAY0000878,BKG000899,2024-08-14,Visa,521.04,Captured,6.25,GBP,Payment Gateway
PAY0000879,BKG000900,2026-07-17,Mastercard,129.87,Captured,2.08,GBP,Payment Gateway
PAY0000880,BKG000903,2025-08-02,American Express,1062.68,Captured,17,GBP,Payment Gateway
PAY0000881,BKG000904,2025-10-26,Visa,100.86,Captured,1.82,GBP,Payment Gateway
PAY0000882,BKG000904,2025-11-09,Visa,302.56,Captured,5.45,GBP,Payment Gateway
PAY0000883,BKG000905,2025-05-11,Visa,225.45,Captured,3.61,GBP,Payment Gateway
PAY0000884,BKG000906,2025-02-04,Visa,2875.87,Captured,40.26,GBP,Payment Gateway
PAY0000885,BKG000908,2024-02-25,Apple Pay,427.67,Captured,5.13,GBP,Payment Gateway
PAY0000886,BKG000908,2024-04-08,American Express,1283,Captured,23.09,GBP,Payment Gateway
PAY0000887,BKG000909,2026-04-14,Visa,146,Captured,2.04,GBP,Payment Gateway
PAY0000888,BKG000911,2024-07-29,Visa,446.04,Captured,5.35,GBP,Payment Gateway
PAY0000889,BKG000912,2025-11-02,Mastercard,143,Captured,2.57,GBP,Payment Gateway
PAY0000890,BKG000913,2026-08-21,Visa,205.76,Captured,2.47,GBP,Payment Gateway
PAY0000891,BKG000914,2024-08-25,Apple Pay,646.12,Captured,7.75,GBP,Payment Gateway
PAY0000892,BKG000915,2024-03-29,Visa,116.42,Captured,1.63,GBP,Payment Gateway
PAY0000893,BKG000916,2025-07-20,Visa,154.36,Captured,2.78,GBP,Payment Gateway
PAY0000894,BKG000917,2025-01-07,Google Pay,120.16,Captured,1.44,GBP,Payment Gateway
PAY0000895,BKG000918,2024-04-22,Bank Transfer,189.36,Captured,0,GBP,Payment Gateway
PAY0000896,BKG000919,2024-05-26,Visa,179.97,Captured,2.52,GBP,Payment Gateway
PAY0000897,BKG000920,2024-06-30,Mastercard,141.79,Captured,2.55,GBP,Payment Gateway
PAY0000898,BKG000921,2024-07-02,Apple Pay,577.37,Captured,10.39,GBP,Payment Gateway
PAY0000899,BKG000922,2025-08-19,American Express,195.75,Captured,3.13,GBP,Payment Gateway
PAY0000900,BKG000923,2026-04-06,Bank Transfer,101.73,Captured,0,GBP,Payment Gateway
PAY0000901,BKG000924,2026-02-07,Apple Pay,140.76,Captured,1.69,GBP,Payment Gateway
PAY0000902,BKG000925,2024-09-13,Mastercard,135.87,Captured,2.45,GBP,Payment Gateway
PAY0000903,BKG000926,2024-09-17,Mastercard,130.47,Captured,1.57,GBP,Payment Gateway
PAY0000904,BKG000928,2024-06-03,Mastercard,162.85,Captured,1.95,GBP,Payment Gateway
PAY0000905,BKG000928,2024-06-17,Apple Pay,488.55,Captured,5.86,GBP,Payment Gateway
PAY0000906,BKG000930,2024-08-03,Bank Transfer,1576.92,Captured,0,GBP,Payment Gateway
PAY0000907,BKG000931,2026-04-03,Mastercard,228.18,Captured,3.65,GBP,Payment Gateway
PAY0000908,BKG000932,2025-08-19,Visa,1003.67,Captured,12.04,GBP,Payment Gateway
PAY0000909,BKG000933,2026-08-14,Mastercard,690.35,Captured,11.05,GBP,Payment Gateway
PAY0000910,BKG000934,2025-12-23,Mastercard,208.56,Captured,2.5,GBP,Payment Gateway
PAY0000911,BKG000935,2026-07-15,Mastercard,153.01,Captured,2.75,GBP,Payment Gateway
PAY0000912,BKG000936,2024-11-11,Visa,104.42,Captured,1.46,GBP,Payment Gateway
PAY0000913,BKG000938,2025-11-02,American Express,407.22,Captured,7.33,GBP,Payment Gateway
PAY0000914,BKG000939,2024-12-24,Visa,285.21,Captured,4.56,GBP,Payment Gateway
PAY0000915,BKG000940,2025-04-24,Mastercard,175.23,Captured,2.8,GBP,Payment Gateway
PAY0000916,BKG000941,2024-01-10,Visa,770.31,Captured,13.87,GBP,Payment Gateway
PAY0000917,BKG000942,2026-08-04,Visa,114.41,Captured,1.83,GBP,Payment Gateway
PAY0000918,BKG000942,2026-08-23,Apple Pay,343.24,Captured,5.49,GBP,Payment Gateway
PAY0000919,BKG000943,2026-06-24,Mastercard,444.19,Captured,6.22,GBP,Payment Gateway
PAY0000920,BKG000944,2024-05-27,Mastercard,163.28,Captured,2.61,GBP,Payment Gateway
PAY0000921,BKG000945,2024-02-21,Visa,187.73,Captured,2.25,GBP,Payment Gateway
PAY0000922,BKG000946,2025-12-24,Bank Transfer,208.24,Captured,0,GBP,Payment Gateway
PAY0000923,BKG000947,2024-02-01,Mastercard,354.11,Captured,4.96,GBP,Payment Gateway
PAY0000924,BKG000948,2026-07-28,Visa,159.4,Captured,2.87,GBP,Payment Gateway
PAY0000925,BKG000948,2026-08-02,Visa,478.19,Captured,8.61,GBP,Payment Gateway
PAY0000926,BKG000949,2024-12-30,Cash,263.04,Captured,0,GBP,Front Desk/PMS
PAY0000927,BKG000950,2024-09-09,Google Pay,438.73,Captured,7.02,GBP,Payment Gateway
PAY0000928,BKG000951,2026-04-29,Mastercard,70.91,Captured,0.85,GBP,Payment Gateway
PAY0000929,BKG000951,2026-05-12,Visa,212.74,Captured,2.98,GBP,Payment Gateway
PAY0000930,BKG000952,2024-03-29,Mastercard,92.49,Captured,1.66,GBP,Payment Gateway
PAY0000931,BKG000953,2024-09-18,Google Pay,233.16,Captured,3.73,GBP,Payment Gateway
PAY0000932,BKG000953,2024-09-18,Bank Transfer,699.5,Captured,0,GBP,Payment Gateway
PAY0000933,BKG000954,2025-07-31,Mastercard,206.43,Captured,3.3,GBP,Payment Gateway
PAY0000934,BKG000956,2024-12-25,Apple Pay,394.94,Captured,4.74,GBP,Payment Gateway
PAY0000935,BKG000957,2024-07-16,Visa,111.95,Captured,1.79,GBP,Payment Gateway
PAY0000936,BKG000957,2024-08-31,Visa,335.86,Captured,6.05,GBP,Payment Gateway
PAY0000937,BKG000960,2025-11-08,Mastercard,52.32,Captured,0.63,GBP,Payment Gateway
PAY0000938,BKG000960,2025-12-25,Mastercard,156.95,Captured,2.2,GBP,Payment Gateway
PAY0000939,BKG000961,2025-04-08,Visa,382.54,Captured,4.59,GBP,Payment Gateway
PAY0000940,BKG000962,2025-05-19,Visa,153.91,Captured,2.15,GBP,Payment Gateway
PAY0000941,BKG000963,2024-07-24,Visa,102.64,Captured,1.64,GBP,Payment Gateway
PAY0000942,BKG000964,2025-09-02,Mastercard,561.75,Captured,6.74,GBP,Payment Gateway
PAY0000943,BKG000965,2025-06-21,Google Pay,184.84,Captured,3.33,GBP,Payment Gateway
PAY0000944,BKG000966,2025-10-05,Visa,106.58,Captured,1.71,GBP,Payment Gateway
PAY0000945,BKG000967,2026-01-20,Visa,88.56,Captured,1.06,GBP,Payment Gateway
PAY0000946,BKG000968,2025-10-25,Bank Transfer,145.43,Captured,0,GBP,Payment Gateway
PAY0000947,BKG000969,2025-04-23,American Express,493.53,Captured,5.92,GBP,Payment Gateway
PAY0000948,BKG000970,2025-12-11,Google Pay,332.42,Captured,5.32,GBP,Payment Gateway
PAY0000949,BKG000971,2026-01-05,Google Pay,689.57,Captured,9.65,GBP,Payment Gateway
PAY0000950,BKG000972,2026-05-07,Mastercard,227.53,Captured,3.19,GBP,Payment Gateway
PAY0000951,BKG000972,2026-05-09,Mastercard,682.6,Captured,10.92,GBP,Payment Gateway
PAY0000952,BKG000973,2024-04-21,Visa,159.99,Captured,2.24,GBP,Payment Gateway
PAY0000953,BKG000975,2024-11-29,Mastercard,290.71,Captured,4.65,GBP,Payment Gateway
PAY0000954,BKG000976,2024-08-15,Visa,245.2,Captured,3.92,GBP,Payment Gateway
PAY0000955,BKG000977,2025-03-16,Mastercard,954.15,Captured,13.36,GBP,Payment Gateway
PAY0000956,BKG000978,2025-02-10,Visa,597.81,Captured,9.56,GBP,Payment Gateway
PAY0000957,BKG000979,2026-07-20,Visa,347.55,Captured,6.26,GBP,Payment Gateway
PAY0000958,BKG000980,2026-07-18,Google Pay,351.32,Captured,5.62,GBP,Payment Gateway
PAY0000959,BKG000981,2024-03-03,Google Pay,727.18,Captured,8.73,GBP,Payment Gateway
PAY0000960,BKG000982,2026-01-20,Bank Transfer,679.45,Captured,0,GBP,Payment Gateway
PAY0000961,BKG000983,2025-06-16,Cash,273.38,Captured,0,GBP,Front Desk/PMS
PAY0000962,BKG000984,2025-10-05,Mastercard,257.6,Captured,3.61,GBP,Payment Gateway
PAY0000963,BKG000985,2024-06-04,Cash,448.8,Captured,0,GBP,Front Desk/PMS
PAY0000964,BKG000986,2026-01-04,Mastercard,173.15,Captured,2.42,GBP,Payment Gateway
PAY0000965,BKG000987,2024-11-28,Mastercard,481.59,Captured,5.78,GBP,Payment Gateway
PAY0000966,BKG000987,2024-12-10,Mastercard,1444.77,Captured,20.23,GBP,Payment Gateway
PAY0000967,BKG000988,2025-06-06,Visa,221.88,Captured,3.99,GBP,Payment Gateway
PAY0000968,BKG000989,2024-04-02,Bank Transfer,287.5,Captured,0,GBP,Payment Gateway
PAY0000969,BKG000990,2025-09-07,Bank Transfer,287.69,Captured,0,GBP,Payment Gateway
PAY0000970,BKG000991,2026-05-03,Mastercard,469.5,Captured,5.63,GBP,Payment Gateway
PAY0000971,BKG000992,2024-03-31,Apple Pay,1154.79,Captured,16.17,GBP,Payment Gateway
PAY0000972,BKG000993,2026-04-14,Visa,556.53,Captured,10.02,GBP,Payment Gateway
PAY0000973,BKG000994,2024-02-15,Mastercard,125.47,Captured,2.26,GBP,Payment Gateway
PAY0000974,BKG000995,2025-01-28,Visa,88.12,Captured,1.41,GBP,Payment Gateway
PAY0000975,BKG000995,2025-03-05,American Express,264.37,Captured,3.7,GBP,Payment Gateway
PAY0000976,BKG000996,2025-04-17,Visa,160.57,Captured,2.57,GBP,Payment Gateway
PAY0000977,BKG000998,2025-07-17,Mastercard,806.27,Captured,14.51,GBP,Payment Gateway
PAY0000978,BKG001000,2025-08-24,Visa,216.28,Captured,3.03,GBP,Payment Gateway
PAY0000979,BKG001001,2025-09-27,Mastercard,244.44,Captured,3.91,GBP,Payment Gateway
PAY0000980,BKG001002,2026-01-02,Mastercard,837.09,Captured,15.07,GBP,Payment Gateway
PAY0000981,BKG001003,2025-03-11,Mastercard,339.35,Captured,4.75,GBP,Payment Gateway
PAY0000982,BKG001004,2025-10-03,Mastercard,669.68,Captured,9.38,GBP,Payment Gateway
PAY0000983,BKG001006,2025-07-16,Apple Pay,109.56,Captured,1.53,GBP,Payment Gateway
PAY0000984,BKG001007,2026-07-30,Mastercard,443.08,Captured,5.32,GBP,Payment Gateway
PAY0000985,BKG001008,2026-06-17,Visa,398.41,Captured,4.78,GBP,Payment Gateway
PAY0000986,BKG001009,2026-02-26,Mastercard,504.33,Captured,7.06,GBP,Payment Gateway
PAY0000987,BKG001010,2024-06-10,Mastercard,51.34,Captured,0.82,GBP,Payment Gateway
PAY0000988,BKG001010,2024-06-17,Mastercard,154,Captured,2.16,GBP,Payment Gateway
PAY0000989,BKG001011,2025-05-28,American Express,354.48,Captured,5.67,GBP,Payment Gateway
PAY0000990,BKG001013,2024-08-13,Mastercard,98.14,Captured,1.57,GBP,Payment Gateway
PAY0000991,BKG001013,2024-08-13,Mastercard,294.41,Captured,3.53,GBP,Payment Gateway
PAY0000992,BKG001014,2025-04-05,Visa,509.71,Captured,6.12,GBP,Payment Gateway
PAY0000993,BKG001015,2025-10-17,Mastercard,1023.31,Captured,18.42,GBP,Payment Gateway
PAY0000994,BKG001017,2025-03-01,Visa,542.69,Captured,8.68,GBP,Payment Gateway
PAY0000995,BKG001018,2026-08-05,Visa,355.22,Captured,5.68,GBP,Payment Gateway
PAY0000996,BKG001019,2024-07-04,Mastercard,783.12,Captured,10.96,GBP,Payment Gateway
PAY0000997,BKG001020,2025-07-22,Visa,792.05,Captured,12.67,GBP,Payment Gateway
PAY0000998,BKG001021,2025-08-16,Bank Transfer,145.13,Captured,0,GBP,Payment Gateway
PAY0000999,BKG001022,2025-11-17,Bank Transfer,441.41,Captured,0,GBP,Payment Gateway
PAY0001000,BKG001023,2025-07-15,Mastercard,182,Captured,2.55,GBP,Payment Gateway
PAY0001001,BKG001023,2025-08-23,Visa,546,Captured,6.55,GBP,Payment Gateway
PAY0001002,BKG001025,2024-12-09,Mastercard,1584.78,Captured,25.36,GBP,Payment Gateway
PAY0001003,BKG001026,2025-08-02,Visa,176.47,Captured,2.47,GBP,Payment Gateway
PAY0001004,BKG001027,2026-02-02,Visa,483.72,Captured,7.74,GBP,Payment Gateway
PAY0001005,BKG001028,2026-08-04,Apple Pay,320.56,Captured,4.49,GBP,Payment Gateway
PAY0001006,BKG001029,2025-08-24,Visa,327.94,Captured,4.59,GBP,Payment Gateway
PAY0001007,BKG001030,2026-07-17,American Express,69.48,Captured,1.25,GBP,Payment Gateway
PAY0001008,BKG001030,2026-08-03,American Express,208.45,Captured,3.75,GBP,Payment Gateway
PAY0001009,BKG001031,2025-05-28,Mastercard,2830.9,Captured,45.29,GBP,Payment Gateway
PAY0001010,BKG001032,2026-04-13,Mastercard,172.06,Captured,3.1,GBP,Payment Gateway
PAY0001011,BKG001034,2026-05-30,Visa,180.46,Captured,2.17,GBP,Payment Gateway
PAY0001012,BKG001035,2026-01-21,Google Pay,138.54,Captured,2.49,GBP,Payment Gateway
PAY0001013,BKG001036,2026-03-27,Mastercard,96.62,Captured,1.55,GBP,Payment Gateway
PAY0001014,BKG001036,2026-04-29,Visa,289.87,Captured,5.22,GBP,Payment Gateway
PAY0001015,BKG001037,2024-02-05,Mastercard,132.39,Captured,1.59,GBP,Payment Gateway
PAY0001016,BKG001038,2025-09-12,Visa,1617.37,Captured,25.88,GBP,Payment Gateway
PAY0001017,BKG001038,2025-09-28,American Express,4852.11,Captured,87.34,GBP,Payment Gateway
PAY0001018,BKG001040,2025-03-27,Mastercard,377.31,Captured,5.28,GBP,Payment Gateway
PAY0001019,BKG001041,2025-09-30,Visa,107.41,Captured,1.5,GBP,Payment Gateway
PAY0001020,BKG001042,2025-06-05,Google Pay,780.24,Captured,10.92,GBP,Payment Gateway
PAY0001021,BKG001044,2025-11-07,Mastercard,111.09,Captured,1.56,GBP,Payment Gateway
PAY0001022,BKG001045,2025-07-29,Visa,354.15,Captured,5.67,GBP,Payment Gateway
PAY0001023,BKG001046,2025-08-07,Apple Pay,385.78,Captured,6.94,GBP,Payment Gateway
PAY0001024,BKG001047,2024-02-17,American Express,697.24,Captured,11.16,GBP,Payment Gateway
PAY0001025,BKG001048,2025-08-14,Bank Transfer,336.54,Captured,0,GBP,Payment Gateway
PAY0001026,BKG001049,2024-08-05,Visa,419.07,Captured,7.54,GBP,Payment Gateway
PAY0001027,BKG001050,2024-08-01,Mastercard,319.24,Captured,4.47,GBP,Payment Gateway
PAY0001028,BKG001051,2024-09-20,Google Pay,327.28,Captured,5.24,GBP,Payment Gateway
PAY0001029,BKG001052,2025-06-27,Mastercard,358.14,Captured,6.45,GBP,Payment Gateway
PAY0001030,BKG001053,2024-05-19,Visa,1186.54,Captured,16.61,GBP,Payment Gateway
PAY0001031,BKG001054,2025-02-18,Mastercard,335.22,Captured,6.03,GBP,Payment Gateway
PAY0001032,BKG001055,2024-09-25,Apple Pay,69.06,Captured,1.24,GBP,Payment Gateway
PAY0001033,BKG001055,2024-09-25,Google Pay,207.19,Captured,3.73,GBP,Payment Gateway
PAY0001034,BKG001056,2024-08-07,Apple Pay,768.31,Captured,12.29,GBP,Payment Gateway
PAY0001035,BKG001057,2024-10-19,Mastercard,405.78,Captured,5.68,GBP,Payment Gateway
PAY0001036,BKG001058,2026-01-30,Visa,377.69,Captured,4.53,GBP,Payment Gateway
PAY0001037,BKG001059,2026-08-03,Visa,187.26,Captured,2.62,GBP,Payment Gateway
PAY0001038,BKG001060,2024-07-18,Mastercard,354.86,Captured,5.68,GBP,Payment Gateway
PAY0001039,BKG001061,2024-05-25,Bank Transfer,648.05,Captured,0,GBP,Payment Gateway
PAY0001040,BKG001062,2025-08-23,Visa,2553.24,Captured,30.64,GBP,Payment Gateway
PAY0001041,BKG001063,2025-03-11,Mastercard,840.63,Captured,13.45,GBP,Payment Gateway
PAY0001042,BKG001064,2024-11-09,Visa,247.74,Captured,4.46,GBP,Payment Gateway
PAY0001043,BKG001065,2026-03-10,Bank Transfer,377.61,Captured,0,GBP,Payment Gateway
PAY0001044,BKG001066,2025-03-22,Visa,689.25,Captured,12.41,GBP,Payment Gateway
PAY0001045,BKG001067,2025-06-26,Bank Transfer,1449.86,Captured,0,GBP,Payment Gateway
PAY0001046,BKG001069,2025-07-19,Mastercard,243.27,Captured,3.89,GBP,Payment Gateway
PAY0001047,BKG001070,2025-09-01,Visa,168.03,Captured,2.35,GBP,Payment Gateway
PAY0001048,BKG001072,2024-11-06,Visa,137.42,Captured,1.65,GBP,Payment Gateway
PAY0001049,BKG001072,2024-11-06,Mastercard,412.25,Captured,4.95,GBP,Payment Gateway
PAY0001050,BKG001073,2026-02-16,Mastercard,104.39,Captured,1.88,GBP,Payment Gateway
PAY0001051,BKG001074,2025-10-28,Visa,190.52,Captured,2.67,GBP,Payment Gateway
PAY0001052,BKG001075,2026-06-30,Cash,754.16,Captured,0,GBP,Front Desk/PMS
PAY0001053,BKG001076,2025-08-26,Mastercard,167.58,Captured,2.01,GBP,Payment Gateway
PAY0001054,BKG001077,2025-01-01,Mastercard,472.56,Captured,8.51,GBP,Payment Gateway
PAY0001055,BKG001078,2024-02-06,Mastercard,113.93,Captured,2.05,GBP,Payment Gateway
PAY0001056,BKG001079,2024-11-17,Apple Pay,327.75,Captured,5.9,GBP,Payment Gateway
PAY0001057,BKG001080,2026-08-03,American Express,101.54,Captured,1.42,GBP,Payment Gateway
PAY0001058,BKG001080,2026-08-27,Visa,304.62,Captured,3.66,GBP,Payment Gateway
PAY0001059,BKG001081,2024-09-02,Visa,171.86,Captured,2.75,GBP,Payment Gateway
PAY0001060,BKG001082,2025-07-17,American Express,190.71,Captured,3.43,GBP,Payment Gateway
PAY0001061,BKG001083,2025-04-29,Mastercard,446.57,Captured,5.36,GBP,Payment Gateway
PAY0001062,BKG001084,2026-08-29,Mastercard,167.21,Captured,2.01,GBP,Payment Gateway
PAY0001063,BKG001085,2024-09-14,Mastercard,434.61,Captured,6.95,GBP,Payment Gateway
PAY0001064,BKG001086,2025-01-04,Visa,103.06,Captured,1.86,GBP,Payment Gateway
PAY0001065,BKG001087,2026-07-13,Mastercard,320.14,Captured,3.84,GBP,Payment Gateway
