ReviewID,BookingID,HotelID,GuestID,ReviewDate,ReviewSource,OverallScore,CleanlinessScore,ServiceScore,LocationScore,ValueScore,ReviewTitle,ManagementResponseSent
REV000221,BKG000816,HTL001,GST00011,2024-05-21,Tripadvisor,3.9,3.9,3.5,4.3,4.5,Convenient hotel,Yes
REV000222,BKG000818,HTL006,GST00193,2025-12-11,Post-stay Survey,3.1,3.4,3.4,3.7,3.3,Could be better,Yes
REV000223,BKG000819,HTL002,GST00847,2025-03-30,Tripadvisor,4.6,4.7,4.2,4.5,5,Good business stay,No
REV000224,BKG000820,HTL003,GST00588,2026-06-06,Post-stay Survey,4.5,4.9,5,3.8,4.4,Great stay,Yes
REV000225,BKG000822,HTL002,GST00164,2024-06-05,Tripadvisor,3.7,3.8,3.9,4.2,2.5,Good overall,Yes
REV000226,BKG000830,HTL001,GST00457,2025-06-07,Google,5,5,5,4.6,4,Would stay again,Yes
REV000227,BKG000832,HTL002,GST00119,2026-04-27,Expedia,3.7,3.7,3.5,3.8,3.5,Comfortable stay,Yes
REV000228,BKG000841,HTL002,GST01029,2024-01-15,Booking.com,3.8,3.2,3.1,3.7,3.7,Fine for a short stay,No
REV000229,BKG000847,HTL001,GST01058,2024-02-25,Booking.com,3.5,3.6,3.2,3.8,3.1,Solid city break,Yes
REV000230,BKG000850,HTL002,GST00230,2026-07-23,Post-stay Survey,4.6,5,5,4.9,4.7,Excellent location,No
REV000231,BKG000851,HTL005,GST00066,2024-07-22,Google,5,5,5,4.8,4.9,Great stay,Yes
REV000232,BKG000854,HTL006,GST00077,2024-03-28,Google,4.5,5,4.6,5,3.9,Clean and convenient,Yes
REV000233,BKG000855,HTL001,GST00031,2024-10-10,Tripadvisor,4.3,4.9,4.2,4.6,4.7,Friendly team,Yes
REV000234,BKG000856,HTL004,GST00655,2025-07-23,Booking.com,4.4,3.6,4.5,4.7,4.2,Would stay again,Yes
REV000235,BKG000860,HTL005,GST01154,2025-04-30,Booking.com,4.3,3.9,4.9,4.5,4.5,Excellent location,No
REV000236,BKG000870,HTL005,GST01127,2025-08-18,Tripadvisor,3.9,3.5,3.8,4.9,4.2,Solid city break,Yes
REV000237,BKG000872,HTL002,GST00497,2024-08-30,Post-stay Survey,5,5,5,4.3,4.3,Lovely weekend,Yes
REV000238,BKG000873,HTL001,GST01108,2024-12-06,Expedia,4.9,5,4.9,4.8,5,Friendly team,Yes
REV000239,BKG000878,HTL003,GST01742,2025-10-21,Tripadvisor,3.6,3.6,3.3,3.8,3.6,Solid city break,Yes
REV000240,BKG000879,HTL001,GST00251,2026-07-09,Post-stay Survey,3.7,3.6,3.4,4.4,3.3,Fine for a short stay,Yes
REV000241,BKG000894,HTL001,GST00559,2025-02-15,Google,5,5,4.5,4.7,5,Would stay again,Yes
REV000242,BKG000904,HTL003,GST00318,2025-11-24,Expedia,5,4.5,5,5,5,Excellent location,Yes
REV000243,BKG000906,HTL005,GST02054,2025-02-17,Post-stay Survey,3.8,3.5,4,3.8,4.2,Fine for a short stay,No
REV000244,BKG000909,HTL004,GST00320,2026-04-23,Expedia,4.3,4.9,4.7,4.3,4.5,Good business stay,Yes
REV000245,BKG000914,HTL003,GST00497,2024-09-06,Post-stay Survey,3,3.6,3.5,3.1,2.6,Could be better,No
REV000246,BKG000916,HTL004,GST01885,2025-07-27,Post-stay Survey,5,5,5,4.7,5,Excellent location,No
REV000247,BKG000921,HTL004,GST01981,2024-07-11,Google,3.5,3.7,3.1,3.7,3.4,Fine for a short stay,Yes
REV000248,BKG000925,HTL002,GST00543,2024-09-20,Tripadvisor,4.1,3.6,3.9,4,3.6,Solid city break,Yes
REV000249,BKG000931,HTL005,GST00670,2026-04-12,Post-stay Survey,4.8,5,4.7,4.7,4.5,Great stay,Yes
REV000250,BKG000932,HTL003,GST00025,2025-08-28,Google,5,4.6,5,5,5,Very comfortable,Yes
REV000251,BKG000933,HTL001,GST00983,2026-08-18,Tripadvisor,3.7,3.6,3.7,3.9,3.8,Mostly positive,Yes
REV000252,BKG000938,HTL001,GST00877,2025-11-16,Post-stay Survey,3.6,3.5,4,3.7,3.9,Fine for a short stay,Yes
REV000253,BKG000943,HTL005,GST00461,2026-07-12,Booking.com,4.8,5,4.5,4.7,5,Lovely weekend,Yes
REV000254,BKG000946,HTL002,GST01694,2025-12-28,Expedia,3.5,4.2,2.9,3.5,3.7,Fine for a short stay,Yes
REV000255,BKG000948,HTL003,GST00080,2026-08-20,Google,4.8,4.6,4.3,4.8,4.6,Very comfortable,No
REV000256,BKG000949,HTL002,GST01281,2025-01-08,Expedia,4.3,4,4.1,4,4,Clean and convenient,No
REV000257,BKG000950,HTL003,GST00297,2024-09-14,Google,4.7,4.7,5,4.8,4.6,Friendly team,Yes
REV000258,BKG000951,HTL006,GST00260,2026-05-28,Post-stay Survey,4.6,4.4,4.8,4.6,4.3,Very comfortable,Yes
REV000259,BKG000953,HTL003,GST01040,2024-10-08,Booking.com,3.4,3.1,3.6,3.3,3.4,Good overall,Yes
REV000260,BKG000954,HTL003,GST00174,2025-08-17,Google,3.8,3.3,3.7,3.6,3.6,Mostly positive,Yes
REV000261,BKG000956,HTL004,GST01008,2025-01-09,Tripadvisor,4.4,4,4.2,4.5,4.1,Lovely weekend,Yes
REV000262,BKG000963,HTL002,GST00043,2024-08-04,Tripadvisor,4.2,4.6,4.6,4.9,4.8,Good business stay,Yes
REV000263,BKG000964,HTL005,GST00478,2025-09-10,Tripadvisor,3.8,3.9,4.3,2.9,4.2,Good overall,Yes
REV000264,BKG000967,HTL003,GST01227,2026-02-04,Tripadvisor,3.4,3.6,3.7,4,2.9,Good overall,No
REV000265,BKG000968,HTL005,GST01960,2025-11-13,Booking.com,3.4,3.6,3.7,3.3,3,Good overall,Yes
REV000266,BKG000969,HTL005,GST01606,2025-05-09,Google,3.6,3.9,3.7,4,3.6,Good overall,Yes
REV000267,BKG000971,HTL006,GST01776,2026-01-24,Tripadvisor,4.1,4.2,4.4,4.4,4.1,Convenient hotel,Yes
REV000268,BKG000975,HTL002,GST00027,2024-12-12,Booking.com,5,5,4.5,4.3,4.9,Lovely weekend,No
REV000269,BKG000982,HTL006,GST01486,2026-01-30,Tripadvisor,4.9,4.8,4.6,4.8,5,Clean and convenient,Yes
REV000270,BKG000984,HTL002,GST01286,2025-10-18,Google,4.1,3.9,3.8,4.2,4.4,Comfortable stay,Yes
REV000271,BKG000987,HTL002,GST01537,2024-12-21,Google,4.1,3.8,4.3,4.1,4,Fine for a short stay,No
REV000272,BKG000996,HTL005,GST01831,2025-04-26,Post-stay Survey,3.6,3.4,2.6,3.9,3.9,Solid city break,No
REV000273,BKG000998,HTL003,GST01662,2025-07-29,Tripadvisor,3.8,4.4,4,3.9,4,Fine for a short stay,Yes
REV000274,BKG001006,HTL002,GST00047,2025-07-26,Expedia,3.7,3.8,3.4,4.3,3.8,Mostly positive,Yes
REV000275,BKG001008,HTL004,GST00337,2026-06-25,Post-stay Survey,3.5,3.3,3.7,3.9,2.9,Convenient hotel,Yes
REV000276,BKG001011,HTL003,GST00890,2025-06-04,Post-stay Survey,3.9,4.3,3.7,4.2,3.7,Mostly positive,Yes
REV000277,BKG001017,HTL001,GST00007,2025-03-10,Post-stay Survey,3.8,3.6,3.1,4.2,4.1,Good overall,Yes
REV000278,BKG001019,HTL004,GST00947,2024-07-08,Post-stay Survey,4.4,4.9,3.8,5,4.9,Good business stay,No
REV000279,BKG001020,HTL006,GST00268,2025-08-08,Google,3.7,3.9,3.7,3.9,3.4,Solid city break,Yes
REV000280,BKG001027,HTL001,GST01078,2026-02-07,Tripadvisor,4.3,3.5,4.3,4,4.6,Lovely weekend,Yes
REV000281,BKG001030,HTL003,GST01111,2026-08-05,Expedia,3.8,3.7,3.5,3.3,4.1,Solid city break,Yes
REV000282,BKG001035,HTL005,GST01106,2026-01-26,Tripadvisor,3.4,3.7,3.5,3.4,3.8,Convenient hotel,Yes
REV000283,BKG001038,HTL001,GST01239,2025-10-09,Expedia,3.5,4,4,3.9,3.6,Comfortable stay,Yes
REV000284,BKG001041,HTL003,GST01244,2025-10-13,Google,5,5,4.3,4.7,4.3,Clean and convenient,Yes
REV000285,BKG001042,HTL005,GST01246,2025-06-19,Booking.com,5,5,5,5,5,Great stay,No
REV000286,BKG001047,HTL006,GST01339,2024-03-09,Expedia,4.1,5,3.7,4.1,4.5,Mostly positive,Yes
REV000287,BKG001052,HTL002,GST00053,2025-07-05,Google,3.1,2.9,2.7,3.6,3.2,Needs improvement,Yes
REV000288,BKG001055,HTL003,GST00555,2024-10-02,Booking.com,4.5,4.8,4.7,4.5,4.5,Friendly team,Yes
REV000289,BKG001059,HTL004,GST01749,2026-08-10,Expedia,2.8,3.1,2.1,2.9,2.3,Not as expected,Yes
REV000290,BKG001062,HTL006,GST00046,2025-09-02,Post-stay Survey,4.5,4.5,5,5,4.2,Very comfortable,Yes
REV000291,BKG001067,HTL005,GST00770,2025-07-13,Expedia,3.8,4,4.2,3.8,3,Mostly positive,Yes
REV000292,BKG001069,HTL001,GST00427,2025-08-03,Booking.com,5,5,4.5,4.3,5,Clean and convenient,No
REV000293,BKG001072,HTL003,GST00025,2024-11-25,Google,4.6,4.6,4.2,4.9,5,Great stay,Yes
REV000294,BKG001073,HTL005,GST00933,2026-02-21,Booking.com,4.1,3.8,4.3,4,3.2,Solid city break,Yes
REV000295,BKG001074,HTL003,GST00462,2025-11-10,Booking.com,4.1,3.8,4.5,4.8,4,Good overall,Yes
REV000296,BKG001075,HTL003,GST01612,2026-07-10,Expedia,4.4,4.3,5,4,3.7,Great stay,Yes
REV000297,BKG001076,HTL003,GST02281,2025-09-15,Expedia,4.1,3.9,4.7,4.4,4.4,Mostly positive,Yes
REV000298,BKG001077,HTL002,GST00417,2025-01-16,Post-stay Survey,3.5,3.2,3.7,3.3,3.7,Comfortable stay,Yes
REV000299,BKG001081,HTL005,GST00640,2024-09-18,Post-stay Survey,4.2,4.6,4,4.1,3.9,Good business stay,Yes
REV000300,BKG001082,HTL001,GST01427,2025-07-23,Expedia,4.6,4.5,5,4.5,5,Lovely weekend,Yes
REV000301,BKG001083,HTL003,GST00942,2025-05-15,Expedia,4.2,4.8,3.3,4.3,4.2,Lovely weekend,Yes
REV000302,BKG001094,HTL003,GST00114,2026-07-07,Google,3.8,4.5,4.6,4.1,3.6,Good overall,Yes
REV000303,BKG001100,HTL002,GST00250,2025-04-28,Tripadvisor,4.8,5,4.8,4.6,4,Excellent location,Yes
REV000304,BKG001102,HTL001,GST00626,2026-03-28,Post-stay Survey,5,5,5,5,5,Would stay again,No
REV000305,BKG001105,HTL001,GST00727,2025-07-10,Expedia,4.7,4.5,4.3,5,4.1,Great stay,No
REV000306,BKG001107,HTL005,GST01875,2025-06-30,Post-stay Survey,3.6,4.3,3.2,3.3,3,Fine for a short stay,Yes
REV000307,BKG001111,HTL004,GST01983,2025-08-03,Expedia,5,5,5,4.9,4.9,Great stay,Yes
REV000308,BKG001116,HTL003,GST02277,2025-07-12,Google,4.1,4.2,3.8,4.5,3.3,Convenient hotel,No
REV000309,BKG001118,HTL002,GST01717,2026-01-21,Post-stay Survey,4.8,5,4,4.8,5,Great stay,Yes
REV000310,BKG001123,HTL004,GST00737,2024-03-08,Expedia,3.7,3.5,3.5,3.5,3.8,Solid city break,No
REV000311,BKG001126,HTL006,GST00489,2026-08-25,Post-stay Survey,4.5,4.7,4.1,4.3,5,Lovely weekend,Yes
REV000312,BKG001128,HTL004,GST00460,2025-09-08,Tripadvisor,3.7,3.2,4.6,3.7,3.4,Good overall,Yes
REV000313,BKG001131,HTL005,GST00307,2025-05-09,Google,3.8,4.4,3.8,3.5,3.3,Convenient hotel,No
REV000314,BKG001133,HTL003,GST00182,2024-02-08,Tripadvisor,4.6,5,4.4,4.7,4.6,Good business stay,No
REV000315,BKG001134,HTL005,GST01153,2026-05-19,Google,4.2,4.7,4.4,5,4.8,Excellent location,Yes
REV000316,BKG001135,HTL004,GST00833,2026-09-02,Tripadvisor,5,4.8,4.9,4.6,4.8,Clean and convenient,Yes
REV000317,BKG001142,HTL004,GST01904,2026-08-10,Tripadvisor,5,4.4,4.6,4.6,4.8,Great stay,Yes
REV000318,BKG001144,HTL002,GST01758,2024-09-28,Post-stay Survey,3.6,3.6,4,3.5,4,Solid city break,Yes
REV000319,BKG001151,HTL001,GST00587,2024-04-18,Tripadvisor,3.6,3.7,3.6,4.3,3.4,Solid city break,Yes
REV000320,BKG001155,HTL004,GST00958,2024-08-12,Post-stay Survey,3.4,3.4,3.8,3.8,3.5,Comfortable stay,Yes
REV000321,BKG001158,HTL005,GST00020,2026-08-11,Post-stay Survey,3.6,3.7,3.5,3.9,3.6,Mostly positive,Yes
REV000322,BKG001164,HTL001,GST01342,2026-02-05,Expedia,4.9,5,4.8,4.8,5,Good business stay,Yes
REV000323,BKG001165,HTL002,GST00029,2025-02-01,Booking.com,3,2.8,3.2,3.2,2,Needs improvement,Yes
REV000324,BKG001166,HTL002,GST01491,2025-05-15,Post-stay Survey,4.8,4.9,5,5,4.6,Excellent location,Yes
REV000325,BKG001173,HTL003,GST00369,2025-04-26,Google,2.9,3.4,2.6,3.5,2.1,Could be better,No
REV000326,BKG001180,HTL001,GST01314,2025-09-05,Booking.com,4.4,4.5,4.7,4.2,4.7,Would stay again,Yes
REV000327,BKG001181,HTL004,GST00494,2026-03-08,Google,4.2,4,3.9,4.2,4.3,Lovely weekend,Yes
REV000328,BKG001185,HTL001,GST01364,2025-09-27,Tripadvisor,5,5,5,4.9,5,Lovely weekend,Yes
REV000329,BKG001186,HTL001,GST01500,2026-05-08,Tripadvisor,5,5,4.7,4.6,4.3,Excellent location,No
REV000330,BKG001189,HTL002,GST00350,2024-07-24,Expedia,2.9,2.8,2.8,3.6,2.1,Mixed experience,Yes
REV000331,BKG001192,HTL005,GST00772,2026-09-06,Tripadvisor,4.6,5,4.7,5,4.2,Friendly team,Yes
REV000332,BKG001193,HTL002,GST02048,2024-08-13,Google,4.3,4,4.3,4.9,4.4,Lovely weekend,Yes
REV000333,BKG001194,HTL001,GST01522,2025-09-01,Booking.com,3.8,4.1,4.7,4,4.3,Fine for a short stay,No
REV000334,BKG001202,HTL006,GST00107,2024-04-29,Tripadvisor,4.5,4.2,4.6,4.9,4.1,Great stay,No
REV000335,BKG001205,HTL001,GST00373,2024-11-28,Google,4.8,4.5,4.3,5,4.6,Friendly team,Yes
REV000336,BKG001210,HTL006,GST00219,2024-04-15,Tripadvisor,3.9,4,2.9,4.3,3.7,Good overall,Yes
REV000337,BKG001211,HTL005,GST01147,2026-04-26,Google,4.6,4.7,4.7,4.8,4.1,Clean and convenient,Yes
REV000338,BKG001222,HTL002,GST01251,2024-11-04,Post-stay Survey,4.2,3.9,4.5,4.5,4.4,Friendly team,No
REV000339,BKG001224,HTL005,GST00062,2025-01-15,Expedia,4,4.2,4.6,4,3.5,Solid city break,Yes
REV000340,BKG001233,HTL001,GST00101,2026-09-06,Google,4.7,5,5,4.7,5,Would stay again,Yes
REV000341,BKG001236,HTL004,GST00010,2025-09-16,Google,4.5,4.6,4.1,4.5,3.8,Would stay again,Yes
REV000342,BKG001237,HTL004,GST00524,2026-08-24,Google,4.4,4.5,4.2,4.5,3.3,Excellent location,Yes
REV000343,BKG001241,HTL005,GST00519,2025-06-20,Expedia,5,5,4.6,4.7,5,Great stay,Yes
REV000344,BKG001246,HTL006,GST00078,2024-09-01,Tripadvisor,4.4,4.6,4.5,4.9,4.5,Friendly team,Yes
REV000345,BKG001247,HTL001,GST01294,2025-04-07,Post-stay Survey,3.3,3.2,3.3,3.8,3.5,Comfortable stay,Yes
REV000346,BKG001250,HTL003,GST00483,2025-07-14,Post-stay Survey,3.7,3.8,4.1,4.1,4.1,Convenient hotel,No
REV000347,BKG001251,HTL002,GST01436,2024-08-22,Expedia,4.6,5,4.4,4.6,3.7,Clean and convenient,No
REV000348,BKG001254,HTL004,GST00065,2024-05-12,Expedia,5,5,4.8,5,5,Lovely weekend,Yes
REV000349,BKG001256,HTL001,GST00264,2026-08-24,Expedia,4.2,4.6,3,4.2,3.8,Great stay,Yes
REV000350,BKG001257,HTL001,GST00795,2024-05-12,Tripadvisor,3.8,3.3,3.4,3.5,4.5,Comfortable stay,Yes
REV000351,BKG001259,HTL003,GST01478,2024-07-13,Post-stay Survey,2.5,2.7,2.8,2.6,2.2,Disappointing stay,Yes
REV000352,BKG001260,HTL001,GST01781,2025-12-17,Google,4.2,3.9,4.1,4.1,3.6,Excellent location,Yes
REV000353,BKG001264,HTL002,GST01258,2026-06-28,Booking.com,3.8,4.2,3.5,4,3.6,Comfortable stay,No
REV000354,BKG001267,HTL005,GST02250,2024-08-02,Tripadvisor,4.6,4.8,4.2,4.8,4.6,Friendly team,No
REV000355,BKG001268,HTL003,GST00907,2024-10-05,Expedia,4.5,4.7,5,5,4.1,Would stay again,Yes
REV000356,BKG001272,HTL006,GST00515,2024-08-15,Booking.com,5,5,5,4.3,4.7,Would stay again,Yes
REV000357,BKG001274,HTL004,GST00050,2024-07-03,Post-stay Survey,3.5,3.7,3.9,3.9,3.5,Comfortable stay,Yes
REV000358,BKG001280,HTL006,GST00793,2024-07-19,Booking.com,3.7,4.2,4,3.5,4.2,Good overall,Yes
REV000359,BKG001281,HTL004,GST00374,2025-07-01,Google,4.1,4.4,4.1,3.8,4.4,Fine for a short stay,Yes
REV000360,BKG001283,HTL003,GST00069,2026-02-11,Google,3.4,3.5,2.7,3.7,3.2,Mostly positive,Yes
REV000361,BKG001288,HTL003,GST01940,2025-12-28,Expedia,4,4.6,3.6,3.7,4.1,Convenient hotel,Yes
REV000362,BKG001289,HTL002,GST00264,2026-07-14,Google,3.8,3.4,4,4.6,3.9,Comfortable stay,Yes
REV000363,BKG001305,HTL001,GST00623,2026-03-26,Expedia,4.5,4.8,5,4.8,4.6,Friendly team,No
REV000364,BKG001308,HTL002,GST00074,2024-03-26,Google,4.7,4.6,5,4.8,4.3,Clean and convenient,Yes
REV000365,BKG001311,HTL005,GST00032,2024-08-26,Google,4.2,4.5,4.5,4.2,4.7,Good business stay,Yes
REV000366,BKG001315,HTL001,GST00662,2024-04-15,Google,4.3,5,4.6,4.9,4.3,Very comfortable,No
REV000367,BKG001323,HTL004,GST00483,2024-04-17,Tripadvisor,5,5,5,4.9,4.8,Very comfortable,Yes
REV000368,BKG001326,HTL001,GST02137,2026-07-10,Expedia,5,4.9,5,4.7,4.5,Friendly team,Yes
REV000369,BKG001327,HTL001,GST00257,2024-10-29,Post-stay Survey,4.8,4.8,4.6,4.5,4.4,Clean and convenient,Yes
REV000370,BKG001328,HTL005,GST00409,2024-12-12,Tripadvisor,4.7,4.5,4.5,4.9,5,Good business stay,Yes
REV000371,BKG001329,HTL006,GST02287,2024-09-02,Expedia,3,2.7,3.5,3.1,3.4,Not as expected,Yes
REV000372,BKG001337,HTL005,GST01650,2025-05-31,Expedia,4.5,4.3,4.8,4.6,4.8,Clean and convenient,Yes
REV000373,BKG001339,HTL002,GST00608,2025-06-20,Tripadvisor,3.8,4,3.9,4.3,3.4,Fine for a short stay,Yes
REV000374,BKG001342,HTL002,GST00002,2026-06-16,Google,4.4,4.3,3.3,4.5,4.6,Great stay,Yes
REV000375,BKG001344,HTL002,GST01373,2025-12-08,Tripadvisor,4.5,5,4.4,4.4,4.5,Very comfortable,Yes
REV000376,BKG001350,HTL004,GST01088,2025-03-13,Tripadvisor,4.2,4,4.7,4.5,3.6,Lovely weekend,No
REV000377,BKG001352,HTL005,GST00468,2026-02-15,Post-stay Survey,4.1,3.7,4.5,4.8,4.1,Convenient hotel,No
REV000378,BKG001356,HTL006,GST01481,2024-05-07,Booking.com,4.1,4.1,3.9,4.5,3.5,Fine for a short stay,Yes
REV000379,BKG001359,HTL005,GST01296,2025-10-30,Google,4,4.1,4,4.4,5,Solid city break,Yes
REV000380,BKG001360,HTL003,GST02149,2025-02-12,Google,4,4.2,3.7,4.1,3.3,Comfortable stay,No
REV000381,BKG001361,HTL001,GST00623,2024-09-17,Expedia,4,4,4.2,4.4,4,Convenient hotel,Yes
REV000382,BKG001366,HTL006,GST01113,2024-10-09,Post-stay Survey,3.3,3.1,3.1,3.5,4,Good overall,Yes
REV000383,BKG001371,HTL006,GST00595,2026-04-27,Booking.com,3.9,4.8,4.5,3.5,5,Convenient hotel,Yes
REV000384,BKG001375,HTL006,GST00074,2024-05-07,Booking.com,3.7,4,3.9,4,3.8,Mostly positive,Yes
REV000385,BKG001376,HTL004,GST01296,2026-05-11,Booking.com,3.7,3,3.7,3.9,3.9,Convenient hotel,Yes
REV000386,BKG001377,HTL003,GST00440,2025-01-08,Expedia,3.8,3.7,3.2,3.7,3.4,Mostly positive,Yes
REV000387,BKG001386,HTL006,GST01319,2026-06-27,Post-stay Survey,5,5,5,4.8,4.6,Clean and convenient,Yes
REV000388,BKG001391,HTL001,GST01726,2024-12-15,Tripadvisor,5,4.8,4.9,4.4,4.9,Great stay,Yes
REV000389,BKG001392,HTL001,GST00085,2025-01-27,Tripadvisor,3.4,4,3.9,3.4,3.1,Comfortable stay,No
REV000390,BKG001393,HTL005,GST00152,2025-11-14,Post-stay Survey,5,5,5,5,4.2,Lovely weekend,Yes
REV000391,BKG001396,HTL001,GST00230,2024-03-06,Google,3.8,3.5,4.5,4.5,3.2,Convenient hotel,Yes
REV000392,BKG001402,HTL001,GST00237,2025-01-09,Google,3,3,3.1,4,3.6,Disappointing stay,Yes
REV000393,BKG001404,HTL005,GST00629,2025-05-21,Tripadvisor,4.3,4.6,5,3.8,4.6,Would stay again,Yes
REV000394,BKG001413,HTL004,GST01481,2025-03-17,Google,4.4,4.1,4.3,4.2,4.3,Excellent location,Yes
REV000395,BKG001417,HTL001,GST01014,2024-01-21,Tripadvisor,4.5,4.8,4.6,4.2,4.5,Very comfortable,Yes
REV000396,BKG001423,HTL001,GST01677,2025-09-06,Google,4.2,4.6,3.9,4,4.4,Would stay again,Yes
REV000397,BKG001427,HTL003,GST02053,2025-11-23,Booking.com,3.3,2.5,3.3,3.3,2.9,Comfortable stay,Yes
REV000398,BKG001441,HTL004,GST00805,2026-04-18,Booking.com,4.5,4.1,4.7,4.4,4.9,Lovely weekend,No
REV000399,BKG001445,HTL003,GST00133,2025-08-06,Post-stay Survey,5,5,5,4.8,5,Friendly team,Yes
REV000400,BKG001446,HTL006,GST00025,2024-01-15,Tripadvisor,4.5,5,3.4,4.3,4,Would stay again,Yes
REV000401,BKG001454,HTL003,GST01852,2024-11-22,Post-stay Survey,4.2,5,4.2,4.4,3.4,Excellent location,No
REV000402,BKG001455,HTL001,GST01526,2025-08-17,Booking.com,4.9,4.7,4.1,4.3,4.1,Very comfortable,No
REV000403,BKG001462,HTL005,GST00253,2026-04-03,Google,3.4,4,3.1,3.6,4.2,Convenient hotel,Yes
REV000404,BKG001465,HTL001,GST01850,2025-03-21,Google,4.9,4.9,4.9,4.5,4.6,Great stay,Yes
REV000405,BKG001467,HTL002,GST01384,2025-09-14,Expedia,4.3,3.9,4.1,4.8,4.4,Clean and convenient,Yes
REV000406,BKG001468,HTL004,GST00012,2024-08-09,Booking.com,4,3.7,3.8,4,4,Mostly positive,Yes
REV000407,BKG001475,HTL004,GST00001,2025-06-19,Google,4.3,4.4,4.3,4.3,3.8,Excellent location,Yes
REV000408,BKG001480,HTL004,GST00094,2024-08-03,Expedia,3.9,3.5,4.7,4.1,3.5,Mostly positive,No
REV000409,BKG001489,HTL001,GST00400,2025-10-17,Booking.com,4.5,4.3,4,4.5,4,Lovely weekend,Yes
REV000410,BKG001495,HTL003,GST00093,2024-07-14,Tripadvisor,4.1,4.1,3.5,4.7,3.7,Solid city break,Yes
REV000411,BKG001498,HTL005,GST01041,2025-06-07,Expedia,3.9,3.5,4.2,3.6,3.5,Comfortable stay,Yes
REV000412,BKG001501,HTL004,GST00071,2024-04-03,Booking.com,5,5,5,5,4.6,Good business stay,Yes
REV000413,BKG001502,HTL002,GST00931,2026-06-06,Tripadvisor,5,5,5,5,4.6,Clean and convenient,No
REV000414,BKG001506,HTL004,GST00193,2024-01-21,Google,4.9,5,4.8,5,4.7,Excellent location,Yes
REV000415,BKG001507,HTL001,GST01257,2025-06-11,Expedia,4.3,4.6,4.1,4,3.1,Great stay,Yes
REV000416,BKG001508,HTL006,GST01224,2025-02-04,Google,4.3,4.4,3.5,4.7,4.5,Good business stay,No
REV000417,BKG001513,HTL001,GST00709,2025-07-23,Post-stay Survey,4.5,4.9,5,5,4.8,Would stay again,Yes
REV000418,BKG001514,HTL003,GST00113,2025-10-06,Booking.com,4.6,5,3.8,4.7,4.1,Lovely weekend,Yes
REV000419,BKG001516,HTL003,GST01330,2024-04-21,Expedia,3.8,3.3,4.1,3.9,3.3,Mostly positive,Yes
REV000420,BKG001517,HTL001,GST01127,2025-09-10,Google,5,5,4.9,4.3,5,Great stay,Yes
REV000421,BKG001519,HTL003,GST00778,2024-02-11,Booking.com,4.1,4,3.7,4.1,3.3,Solid city break,Yes
REV000422,BKG001521,HTL002,GST00115,2025-09-26,Post-stay Survey,4.4,4.6,3.9,4.4,4.9,Clean and convenient,No
REV000423,BKG001523,HTL001,GST01079,2024-05-13,Google,4.7,4.7,4.8,4.8,4.6,Great stay,Yes
REV000424,BKG001524,HTL001,GST01701,2025-10-28,Google,4.1,4.6,4.9,4.1,4.1,Convenient hotel,Yes
REV000425,BKG001529,HTL005,GST00970,2024-09-07,Booking.com,3.5,3.4,3.6,3.6,3.7,Comfortable stay,Yes
REV000426,BKG001532,HTL003,GST00837,2025-09-05,Tripadvisor,4.6,5,4.4,4.7,4.4,Would stay again,Yes
REV000427,BKG001536,HTL006,GST01550,2024-09-15,Tripadvisor,4.4,4.2,4,5,4.5,Friendly team,Yes
REV000428,BKG001543,HTL002,GST01308,2026-05-08,Booking.com,4.6,4.8,4.5,4.5,4.6,Friendly team,Yes
REV000429,BKG001548,HTL001,GST01171,2026-08-16,Post-stay Survey,3.3,3.4,2.7,3.4,3.1,Mostly positive,No
REV000430,BKG001549,HTL002,GST01192,2024-04-18,Booking.com,4.5,4.9,4.9,4.9,4.5,Good business stay,Yes
REV000431,BKG001551,HTL006,GST01871,2025-03-21,Post-stay Survey,4.1,4.7,3.7,4.4,3.9,Good overall,Yes
REV000432,BKG001556,HTL002,GST00942,2025-09-23,Post-stay Survey,4.4,4.4,4.5,4.3,3.7,Excellent location,Yes
REV000433,BKG001557,HTL001,GST00028,2026-06-26,Tripadvisor,5,4.9,5,4.6,5,Would stay again,Yes
REV000434,BKG001567,HTL002,GST00497,2025-12-24,Google,3.6,4,3.5,3.7,3.4,Comfortable stay,Yes
REV000435,BKG001572,HTL004,GST00454,2024-11-25,Post-stay Survey,4.5,4.6,4.3,4.8,4.5,Good business stay,No
REV000436,BKG001580,HTL006,GST01839,2024-11-19,Expedia,3.8,4,4.5,3.9,4.2,Solid city break,Yes
REV000437,BKG001584,HTL003,GST00731,2025-08-09,Google,4.5,4.6,4.6,4.2,4.6,Great stay,Yes
REV000438,BKG001588,HTL006,GST00115,2026-07-28,Booking.com,3.2,3.3,2.8,3.1,2.8,Solid city break,Yes
REV000439,BKG001593,HTL001,GST00324,2025-12-11,Google,4.4,4.5,4.6,4.6,4.3,Lovely weekend,Yes
REV000440,BKG001596,HTL001,GST00791,2026-06-22,Booking.com,3.7,4.1,4.3,3.8,4.5,Comfortable stay,Yes
REV000441,BKG001597,HTL001,GST00007,2026-06-18,Google,4.5,4.5,4.8,4.1,4.6,Excellent location,Yes
REV000442,BKG001598,HTL004,GST00855,2025-10-07,Post-stay Survey,4.2,4.6,4.3,4.3,3.8,Very comfortable,Yes
